"tail.node"	"head.node"	"capacity..veh.h."	"length..miles."	"fftt.min."	"Power"	"B"	"Flow"	"speed.limit..mph."	"toll..cents."	"link.type"	"X"
7567	7521	5850	0.34969	0.3277	4	0.15	0	0	0	1	";"
7567	7542	1250	0.18199	0.27987	3.6	0.9	0	0	0	1	";"
7568	7655	1250	0.22982	0.35343	3.6	0.9	0	0	0	1	";"
7568	7777	5850	0.62454	0.58527	4	0.15	0	0	0	1	";"
7569	7594	7800	0.18712	0.17535	4	0.15	0	0	0	1	";"
7571	7508	7800	0.22034	0.20649	4	0.15	0	0	0	1	";"
7572	1482	99999	0	0.57681	3.6	0.9	0	0	0	1	";"
7572	1483	99999	0	0.84679	3.6	0.9	0	0	0	1	";"
7572	7419	650	0.35567	0.64642	3.4	0.7	0	0	0	1	";"
7572	7738	750	0.39099	0.61712	3.4	0.7	0	0	0	1	";"
7573	1472	99999	0	0.66156	3.6	0.9	0	0	0	1	";"
7573	1473	99999	0	0.43114	3.6	0.9	0	0	0	1	";"
7573	7422	650	0.35827	0.69316	2	0.6	0	0	0	1	";"
7573	19592	650	0.05684	0.10997	2	0.6	0	0	0	1	";"
7574	7522	1700	0.19497	0.23864	4	0.15	0	0	0	1	";"
7574	54947	750	0.87526	0.51306	2	0.6	0	0	0	1	";"
7574	54951	1700	1.04769	0.52608	4	0.15	0	0	0	1	";"
7576	7482	750	0.3354	0.60957	2	0.6	0	0	0	1	";"
7576	19113	500	0.41181	0.77183	3.6	0.9	0	0	0	1	";"
7576	40523	650	0.53663	0.51911	2	0.6	0	0	0	1	";"
7577	7529	400	0.19305	0.34055	3.6	0.9	0	0	0	1	";"
7577	7536	1800	0.43851	0.73056	3.6	0.9	0	0	0	1	";"
7577	7597	1200	0.29061	0.47107	3.4	0.7	0	0	0	1	";"
7577	53008	400	0.11	0.19121	3.6	0.9	0	0	0	1	";"
7578	1482	99999	0	0.57272	3.6	0.9	0	0	0	1	";"
7578	7424	650	0.37425	0.72407	2	0.6	0	0	0	1	";"
7578	19593	650	0.04264	0.08249	2	0.6	0	0	0	1	";"
7579	7296	7800	0.78528	0.70296	4	0.15	0	0	0	1	";"
7580	7561	450	0.15569	0.38907	3.6	0.9	0	0	0	1	";"
7580	7603	450	0.154	0.38485	3.6	0.9	0	0	0	1	";"
7581	597	99999	0	0.66621	3.6	0.9	0	0	0	1	";"
7581	7586	500	0.54922	1.02939	3.6	0.9	0	0	0	1	";"
7581	7588	500	0.60274	1.12969	3.6	0.9	0	0	0	1	";"
7582	7596	1200	0.0933	0.15124	3.6	0.9	0	0	0	1	";"
7582	7608	1200	0.08875	0.14386	3.6	0.9	0	0	0	1	";"
7583	7562	2200	0.20571	0.22847	4	0.15	0	0	0	1	";"
7584	7511	450	0.29105	0.72735	3.6	0.9	0	0	0	1	";"
7584	7603	450	0.06538	0.16339	3.6	0.9	0	0	0	1	";"
7585	590	99999	0	0.60551	3.6	0.9	0	0	0	1	";"
7585	591	99999	0	1.22082	3.6	0.9	0	0	0	1	";"
7585	7522	500	0.61796	1.15821	3.6	0.9	0	0	0	1	";"
7585	19269	500	0.0725	0.13589	3.6	0.9	0	0	0	1	";"
7586	7341	2200	0.61971	0.72879	4	0.15	0	0	0	1	";"
7586	7581	500	0.54922	1.02939	3.6	0.9	0	0	0	1	";"
7586	7764	2200	0.45643	0.53677	4	0.15	0	0	0	1	";"
7586	19269	500	0.45783	0.85809	3.6	0.9	0	0	0	1	";"
7587	7204	850	1.00416	1.88206	3.6	0.9	0	0	0	1	";"
7587	51840	550	0.05	0.0921	3.6	0.9	0	0	0	1	";"
7587	54947	750	0.87526	1.0777	2	0.6	0	0	0	1	";"
7587	54953	850	0.6469	0.58543	2	0.6	0	0	0	1	";"
7588	7390	1700	0.62629	1.0152	2	0.6	0	0	0	1	";"
7588	7581	500	0.60274	1.12969	3.6	0.9	0	0	0	1	";"
7588	30313	1500	0.29465	0.53551	2	0.6	0	0	0	1	";"
7588	30325	500	0.25177	0.47189	3.6	0.9	0	0	0	1	";"
7589	7375	500	0.50462	1.12092	2	0.5	0	0	0	1	";"
7589	7762	500	0.65028	1.44451	2	0.5	0	0	0	1	";"
7589	30316	500	0.1394	0.30966	2	0.5	0	0	0	1	";"
7594	7659	7800	0.21357	0.20015	4	0.15	0	0	0	1	";"
7594	7664	1250	0.22735	0.34963	3.6	0.9	0	0	0	1	";"
7595	7602	1400	0.13752	0.21706	2	0.8	0	0	0	1	";"
7595	7610	2000	0.14253	0.1583	2	0.8	0	0	0	1	";"
7595	19757	1400	0.26513	0.46768	2	0.9	0	0	0	1	";"
7595	40564	1400	0.85536	0.20145	2	0.9	0	0	0	1	";"
7596	7595	1400	0.15775	0.24898	2	0.8	0	0	0	1	";"
7596	7598	400	0.05364	0.09462	3.6	0.9	0	0	0	1	";"
7597	7538	1400	0.25747	0.45418	2	0.9	0	0	0	1	";"
7597	7577	1200	0.29061	0.47107	3.4	0.7	0	0	0	1	";"
7597	19779	600	0.25199	0.38752	3.6	0.9	0	0	0	1	";"
7597	19832	1400	0.22175	0.34999	2	0.8	0	0	0	1	";"
7598	7596	400	0.05364	0.09462	3.6	0.9	0	0	0	1	";"
7598	7599	500	0.04289	0.08038	3.6	0.9	0	0	0	1	";"
7599	7598	500	0.04289	0.08038	3.6	0.9	0	0	0	1	";"
7599	7662	750	0.1429	0.23808	3.6	0.9	0	0	0	1	";"
7600	7599	500	0.03328	0.06238	3.6	0.9	0	0	0	1	";"
7600	19858	675	0.06876	0.10574	3.6	0.9	0	0	0	1	";"
7601	1279	99999	0	0.35399	3.6	0.9	0	0	0	1	";"
7601	54324	2250	0.17302	0.15635	2	0.8	0	0	0	1	";"
7602	7531	1400	0.27016	0.47656	2	0.9	0	0	0	1	";"
7602	7595	1400	0.13752	0.21706	2	0.8	0	0	0	1	";"
7602	19832	1400	0.11401	0.17995	2	0.8	0	0	0	1	";"
7603	7580	450	0.154	0.38485	3.6	0.9	0	0	0	1	";"
7603	7584	450	0.06538	0.16339	3.6	0.9	0	0	0	1	";"
7603	7654	900	0.13399	0.33485	3.6	0.9	0	0	0	1	";"
7603	31436	450	0.15608	0.39004	3.6	0.9	0	0	0	1	";"
7604	7550	1300	0.20362	0.37008	3.4	0.7	0	0	0	1	";"
7604	7564	2200	0.28155	0.38378	4	0.15	0	0	0	1	";"
7604	31095	2200	0.32584	0.44415	4	0.15	0	0	0	1	";"
7604	54410	1300	0.19165	0.1957	3.4	0.7	0	0	0	1	";"
7605	7537	3900	0.26994	0.24164	4	0.15	0	0	0	1	";"
7606	7608	600	0.04095	0.06297	3.6	0.9	0	0	0	1	";"
7606	19858	675	0.09361	0.14396	3.6	0.9	0	0	0	1	";"
7607	7560	1700	0.21249	0.30344	2	0.8	0	0	0	1	";"
7607	7608	600	0.05773	0.08878	3.6	0.9	0	0	0	1	";"
7608	7607	600	0.05773	0.08878	3.6	0.9	0	0	0	1	";"
7610	7606	600	0.07812	0.12014	3.6	0.9	0	0	0	1	";"
7610	7662	750	0.15084	0.2513	3.6	0.9	0	0	0	1	";"
7614	7783	3900	0.50479	0.43878	4	0.15	0	0	0	1	";"
7614	31087	1400	0.24897	0.35553	3.6	0.9	0	0	0	1	";"
7615	258	99999	0	0.25914	3.6	0.9	0	0	0	1	";"
7615	7616	400	0.24998	0.44098	3.6	0.9	0	0	0	1	";"
7615	7617	400	0.25348	0.44714	3.6	0.9	0	0	0	1	";"
7616	7540	750	0.28027	0.50937	2	0.6	0	0	0	1	";"
7616	7615	400	0.24998	0.44098	3.6	0.9	0	0	0	1	";"
7616	34494	600	0.52708	0.95795	2	0.6	0	0	0	1	";"
7616	34515	500	0.35979	0.67434	3.6	0.9	0	0	0	1	";"
7617	7541	500	0.28329	0.53097	3.6	0.9	0	0	0	1	";"
7617	7615	400	0.25348	0.44714	3.6	0.9	0	0	0	1	";"
7617	7621	500	0.27693	0.51903	3.6	0.9	0	0	0	1	";"
7617	34513	500	0.24683	0.46262	3.6	0.9	0	0	0	1	";"
7619	7583	2200	0.19384	0.21529	4	0.15	0	0	0	1	";"
7619	7625	1400	0.20347	0.29056	3.6	0.9	0	0	0	1	";"
7621	259	99999	0	0.35069	3.6	0.9	0	0	0	1	";"
7621	7617	500	0.27693	0.51903	3.6	0.9	0	0	0	1	";"
7621	7622	500	0.21618	0.40518	3.6	0.9	0	0	0	1	";"
7622	7621	500	0.21618	0.40518	3.6	0.9	0	0	0	1	";"
7622	7626	500	0.38675	0.72486	3.6	0.9	0	0	0	1	";"
7622	34512	500	0.25866	0.4848	3.6	0.9	0	0	0	1	";"
7623	7775	5850	0.98818	0.89799	4	0.15	0	0	0	1	";"
7623	31460	1200	0.57696	0.93524	3.6	0.9	0	0	0	1	";"
7624	7557	500	0.21022	0.39401	3.6	0.9	0	0	0	1	";"
7624	7650	500	0.33371	0.74129	2	0.5	0	0	0	1	";"
7624	31555	500	0.51312	0.96172	3.6	0.9	0	0	0	1	";"
7625	7649	2200	0.05303	0.06236	4	0.15	0	0	0	1	";"
7626	262	99999	0	0.22308	3.6	0.9	0	0	0	1	";"
7626	7622	500	0.38675	0.72486	3.6	0.9	0	0	0	1	";"
7626	7628	500	0.1181	0.22134	3.6	0.9	0	0	0	1	";"
7627	265	99999	0	0.21866	3.6	0.9	0	0	0	1	";"
7627	7557	500	0.34648	0.64939	3.6	0.9	0	0	0	1	";"
7627	7631	500	0.24081	0.45133	3.6	0.9	0	0	0	1	";"
7628	7546	750	0.27891	0.50692	2	0.6	0	0	0	1	";"
7628	7626	500	0.1181	0.22134	3.6	0.9	0	0	0	1	";"
7628	7631	750	0.24931	0.45312	2	0.6	0	0	0	1	";"
7628	31581	500	0.10607	0.1988	3.6	0.9	0	0	0	1	";"
7630	7519	1500	0.36716	0.61169	2	0.8	0	0	0	1	";"
7631	7543	500	0.34689	0.65016	3.6	0.9	0	0	0	1	";"
7631	7627	500	0.24081	0.45133	3.6	0.9	0	0	0	1	";"
7631	7628	750	0.24931	0.45312	2	0.6	0	0	0	1	";"
7631	31557	750	0.50441	0.91676	2	0.6	0	0	0	1	";"
7633	7647	5850	0.87618	0.8211	4	0.15	0	0	0	1	";"
7634	7545	1300	0.2894	0.52598	3.4	0.7	0	0	0	1	";"
7634	7641	450	0.03293	0.08588	2	0.5	0	0	0	1	";"
7634	7663	1300	0.06488	0.11791	3.4	0.7	0	0	0	1	";"
7635	7639	900	0.01162	0.02903	3.6	0.9	0	0	0	1	";"
7635	7661	2700	0.11562	0.17335	3.6	0.9	0	0	0	1	";"
7636	7634	900	0.12577	0.31431	3.6	0.9	0	0	0	1	";"
7636	7642	800	0.37235	0.65682	3.6	0.9	0	0	0	1	";"
7638	1252	99999	0	0.66023	3.6	0.9	0	0	0	1	";"
7638	7639	1300	0.10648	0.20602	2	0.6	0	0	0	1	";"
7638	7640	650	0.39279	0.75994	2	0.6	0	0	0	1	";"
7639	7635	900	0.01162	0.02903	3.6	0.9	0	0	0	1	";"
7639	7638	1300	0.10648	0.20602	2	0.6	0	0	0	1	";"
7639	31438	500	0.25132	0.47104	3.6	0.9	0	0	0	1	";"
7639	31463	450	0.06305	0.15756	3.6	0.9	0	0	0	1	";"
7640	7458	650	0.49914	0.9657	2	0.6	0	0	0	1	";"
7640	7638	650	0.39279	0.75994	2	0.6	0	0	0	1	";"
7640	7750	650	0.25226	0.48805	2	0.6	0	0	0	1	";"
7640	40155	650	0.74143	0.96811	2	0.6	0	0	0	1	";"
7641	7584	900	0.32764	0.85438	2	0.5	0	0	0	1	";"
7641	7647	1250	0.18345	0.27507	3.6	0.9	0	0	0	1	";"
7642	7636	800	0.37235	0.65682	3.6	0.9	0	0	0	1	";"
7642	7661	2500	0.43259	0.66526	3.6	0.9	0	0	0	1	";"
7642	7692	1200	0.12935	0.20968	3.4	0.7	0	0	0	1	";"
7642	31440	1300	0.25477	0.46304	3.4	0.7	0	0	0	1	";"
7643	7516	99999	0.38516	1.15503	3.6	0.9	0	0	0	1	";"
7643	7705	1500	0.15854	0.26414	2	0.8	0	0	0	1	";"
7643	7796	99999	0.48866	1.4654	3.6	0.9	0	0	0	1	";"
7643	31428	450	0.13336	0.33327	3.6	0.9	0	0	0	1	";"
7644	7619	2200	0.06064	0.06736	4	0.15	0	0	0	1	";"
7645	7466	500	0.56133	1.05208	3.6	0.9	0	0	0	1	";"
7645	40155	650	0.74143	0.46629	2	0.6	0	0	0	1	";"
7645	40156	450	0.6455	0.88559	3.6	0.9	0	0	0	1	";"
7645	40525	450	0.80684	0.50408	3.6	0.9	0	0	0	1	";"
7646	7630	450	0.16857	0.43958	2	0.5	0	0	0	1	";"
7646	31429	450	0.05171	0.13484	2	0.5	0	0	0	1	";"
7646	40722	450	0.22277	0.29046	2	0.5	0	0	0	1	";"
7647	7567	7800	0.28276	0.26498	4	0.15	0	0	0	1	";"
7648	7673	2250	0.07843	0.13066	2	0.8	0	0	0	1	";"
7648	7697	99999	0	0.25497	3.6	0.9	0	0	0	1	";"
7648	31429	450	0.39471	0.9864	3.6	0.9	0	0	0	1	";"
7648	52078	99999	0	1.49742	3.6	0.9	0	0	0	1	";"
7648	54327	450	0.08	0.19273	3.6	0.9	0	0	0	1	";"
7648	55096	99999	0	1.29794	3.6	0.9	0	0	0	1	";"
7649	7724	2200	0.19631	0.23086	4	0.15	0	0	0	1	";"
7649	34516	1350	0.18188	0.2727	3.6	0.9	0	0	0	1	";"
7650	266	99999	0	0.06314	3.6	0.9	0	0	0	1	";"
7650	7624	500	0.33371	0.74129	2	0.5	0	0	0	1	";"
7650	7821	500	0.49339	1.096	2	0.5	0	0	0	1	";"
7650	31580	500	0.40056	0.88979	2	0.5	0	0	0	1	";"
7654	7664	900	0.14085	0.352	3.6	0.9	0	0	0	1	";"
7654	7758	650	0.29493	0.57062	2	0.6	0	0	0	1	";"
7655	7656	650	0.04489	0.08684	2	0.6	0	0	0	1	";"
7655	7687	650	0.12524	0.2423	2	0.6	0	0	0	1	";"
7655	31435	900	0.17173	0.42915	3.6	0.9	0	0	0	1	";"
7656	7571	1250	0.20602	0.30891	3.6	0.9	0	0	0	1	";"
7656	7655	650	0.04489	0.08684	2	0.6	0	0	0	1	";"
7656	7657	650	0.05869	0.11356	2	0.6	0	0	0	1	";"
7657	7565	1300	0.27103	0.52438	2	0.6	0	0	0	1	";"
7657	7656	650	0.05869	0.11356	2	0.6	0	0	0	1	";"
7657	7700	1300	0.11518	0.22284	2	0.6	0	0	0	1	";"
7659	7623	7800	0.23406	0.2127	4	0.15	0	0	0	1	";"
7661	7633	1250	0.28137	0.42189	3.6	0.9	0	0	0	1	";"
7661	7635	2700	0.11562	0.17335	3.6	0.9	0	0	0	1	";"
7661	7642	2500	0.43259	0.66526	3.6	0.9	0	0	0	1	";"
7662	7752	750	0.22658	0.37748	3.6	0.9	0	0	0	1	";"
7663	7634	1300	0.06488	0.11791	3.4	0.7	0	0	0	1	";"
7663	7636	1200	0.14564	0.22397	3.6	0.9	0	0	0	1	";"
7663	40726	1500	0.43141	0.35936	2	0.8	0	0	0	1	";"
7664	7663	900	0.10559	0.26387	3.6	0.9	0	0	0	1	";"
7665	541	99999	0	0.8766	3.6	0.9	0	0	0	1	";"
7665	7833	1700	0.53892	0.63377	2	0.9	0	0	0	1	";"
7665	40091	1700	0.37834	0.17272	2	0.9	0	0	0	1	";"
7669	7533	2200	0.70199	0.82554	4	0.15	0	0	0	1	";"
7669	40089	2200	0.52707	0.3178	4	0.15	0	0	0	1	";"
7672	7644	2200	0.19703	0.21883	4	0.15	0	0	0	1	";"
7672	34484	1400	0.38411	0.54851	3.6	0.9	0	0	0	1	";"
7673	7697	450	0.07652	0.19124	3.6	0.9	0	0	0	1	";"
7673	7744	2250	0.17087	0.28468	2	0.8	0	0	0	1	";"
7673	19741	450	0.01399	0.03495	3.6	0.9	0	0	0	1	";"
7675	7633	5850	0.15739	0.1475	4	0.15	0	0	0	1	";"
7678	7672	2200	0.08906	0.09892	4	0.15	0	0	0	1	";"
7678	19789	1500	0.02372	0.03744	3.4	0.7	0	0	0	1	";"
7679	7579	725	0.25645	0.38453	3.6	0.9	0	0	0	1	";"
7679	34519	725	0.01903	0.02853	3.6	0.9	0	0	0	1	";"
7679	34526	2200	0.04256	0.04727	4	0.15	0	0	0	1	";"
7680	7679	2200	0.55383	0.61513	4	0.15	0	0	0	1	";"
7683	7678	2200	0.48336	0.53685	4	0.15	0	0	0	1	";"
7683	7693	500	0.0217	0.04068	3.6	0.9	0	0	0	1	";"
7683	40508	550	0.49873	0.42732	3.6	0.9	0	0	0	1	";"
7686	19112	650	0.14571	0.28192	2	0.6	0	0	0	1	";"
7686	31569	450	0.03378	0.08443	3.6	0.9	0	0	0	1	";"
7686	40523	650	0.53663	0.51911	2	0.6	0	0	0	1	";"
7687	7513	1300	0.48242	0.87679	3.4	0.7	0	0	0	1	";"
7687	7655	650	0.12524	0.2423	2	0.6	0	0	0	1	";"
7687	19605	650	0.37244	0.67689	3.4	0.7	0	0	0	1	";"
7687	19609	1300	0.07604	0.1382	3.4	0.7	0	0	0	1	";"
7692	7642	1200	0.12935	0.20968	3.4	0.7	0	0	0	1	";"
7692	7755	1400	0.26135	0.41249	2	0.8	0	0	0	1	";"
7692	31462	1200	0.11563	0.18744	3.4	0.7	0	0	0	1	";"
7693	7683	500	0.0217	0.04068	3.6	0.9	0	0	0	1	";"
7693	34524	2200	0.05872	0.06906	4	0.15	0	0	0	1	";"
7696	7754	1300	0.17134	0.31141	3.4	0.7	0	0	0	1	";"
7696	19607	1300	0.25921	0.47111	3.4	0.7	0	0	0	1	";"
7696	40614	1300	0.68441	0.62194	3.4	0.7	0	0	0	1	";"
7696	54410	1300	0.19165	0.15261	3.4	0.7	0	0	0	1	";"
7697	7648	99999	0	0.25497	3.6	0.9	0	0	0	1	";"
7697	7673	450	0.07652	0.19124	3.6	0.9	0	0	0	1	";"
7697	19877	450	0.07041	0.17596	3.6	0.9	0	0	0	1	";"
7697	31437	99999	0	0.22604	3.6	0.9	0	0	0	1	";"
7697	54327	2250	0.21796	0.13127	2	0.8	0	0	0	1	";"
7699	7680	2200	0.49698	0.55199	4	0.15	0	0	0	1	";"
7699	7702	2200	0.76103	0.84526	4	0.15	0	0	0	1	";"
7699	19785	550	0.52491	0.89948	3.6	0.9	0	0	0	1	";"
7699	50543	550	0.08	0.13902	3.6	0.9	0	0	0	1	";"
7700	7656	900	0.09903	0.24747	3.6	0.9	0	0	0	1	";"
7700	7657	1300	0.11518	0.22284	2	0.6	0	0	0	1	";"
7700	19610	1300	0.06583	0.12735	2	0.6	0	0	0	1	";"
7702	7699	2200	0.76103	0.84526	4	0.15	0	0	0	1	";"
7702	7703	2200	0.50206	0.55762	4	0.15	0	0	0	1	";"
7702	54590	550	0.99003	0.4035	3.6	0.9	0	0	0	1	";"
7703	7702	2200	0.50206	0.55762	4	0.15	0	0	0	1	";"
7703	7704	2200	0.49796	0.55307	4	0.15	0	0	0	1	";"
7703	54585	850	1.01998	0.16042	3.4	0.7	0	0	0	1	";"
7703	54589	850	0.78822	0.32655	3.4	0.7	0	0	0	1	";"
7704	207	99999	0	1.1856	3.6	0.9	0	0	0	1	";"
7704	7703	2200	0.49796	0.55307	4	0.15	0	0	0	1	";"
7704	54586	2200	0.52555	0.00979	4	0.15	0	0	0	1	";"
7705	7630	1500	0.16994	0.28312	2	0.8	0	0	0	1	";"
7705	7717	1300	0.03294	0.05987	3.4	0.7	0	0	0	1	";"
7705	19741	450	0.45035	1.17436	2	0.5	0	0	0	1	";"
7706	7707	2200	0.47857	0.53154	4	0.15	0	0	0	1	";"
7706	34571	550	0.13455	0.22139	3.6	0.9	0	0	0	1	";"
7706	54584	500	1.0593	0.49965	3.6	0.9	0	0	0	1	";"
7706	54586	2200	0.52555	0.57392	4	0.15	0	0	0	1	";"
7707	7706	2200	0.47857	0.53154	4	0.15	0	0	0	1	";"
7707	34562	2200	0.50345	0.55917	4	0.15	0	0	0	1	";"
7707	40052	500	1.63492	1.11303	3.6	0.9	0	0	0	1	";"
7707	50473	550	0.06	0.10716	3.6	0.9	0	0	0	1	";"
7717	7705	1300	0.03294	0.05987	3.4	0.7	0	0	0	1	";"
7717	7796	1300	0.29749	0.54068	3.4	0.7	0	0	0	1	";"
7718	7484	1350	0.71658	1.07445	3.6	0.9	0	0	0	1	";"
7718	7535	5250	0.53368	0.46389	4	0.15	0	0	0	1	";"
7722	19789	1500	0.07833	0.12363	3.4	0.7	0	0	0	1	";"
7722	54593	1500	0.27184	0.14901	3.4	0.7	0	0	0	1	";"
7723	1278	99999	0	0.72302	3.6	0.9	0	0	0	1	";"
7723	7753	450	0.15436	0.38576	3.6	0.9	0	0	0	1	";"
7723	19877	450	0.0854	0.21342	3.6	0.9	0	0	0	1	";"
7724	7791	2200	0.34786	0.40908	4	0.15	0	0	0	1	";"
7724	34509	500	0.48802	0.91469	3.6	0.9	0	0	0	1	";"
7731	7732	750	0.29576	0.53754	2	0.6	0	0	0	1	";"
7731	19450	750	0.37477	0.68112	2	0.6	0	0	0	1	";"
7731	31069	500	0.2508	0.47007	3.6	0.9	0	0	0	1	";"
7732	1499	99999	0	0.99108	3.6	0.9	0	0	0	1	";"
7732	1505	99999	0	0.54221	3.6	0.9	0	0	0	1	";"
7732	7731	750	0.29576	0.53754	2	0.6	0	0	0	1	";"
7732	40199	750	0.46867	0.37413	2	0.6	0	0	0	1	";"
7734	7735	750	0.22581	0.41041	2	0.6	0	0	0	1	";"
7734	7862	1700	0.45926	0.74445	2	0.9	0	0	0	1	";"
7734	31083	500	0.74253	1.39169	3.6	0.9	0	0	0	1	";"
7734	40199	750	0.46867	0.47767	2	0.6	0	0	0	1	";"
7735	7734	750	0.22581	0.41041	2	0.6	0	0	0	1	";"
7735	7737	750	0.1852	0.3366	2	0.6	0	0	0	1	";"
7735	31070	500	0.25122	0.55804	2	0.5	0	0	0	1	";"
7737	1483	99999	0	0.87262	3.6	0.9	0	0	0	1	";"
7737	1508	99999	0	0.74997	3.6	0.9	0	0	0	1	";"
7737	7735	750	0.1852	0.3366	2	0.6	0	0	0	1	";"
7737	7738	750	0.31268	0.56828	2	0.6	0	0	0	1	";"
7738	7572	750	0.39099	0.61712	3.4	0.7	0	0	0	1	";"
7738	7737	750	0.31268	0.56828	2	0.6	0	0	0	1	";"
7738	7739	650	0.2287	0.44248	2	0.6	0	0	0	1	";"
7738	7782	750	0.221	0.34881	3.4	0.7	0	0	0	1	";"
7739	1509	99999	0	0.34096	3.6	0.9	0	0	0	1	";"
7739	7738	650	0.2287	0.44248	2	0.6	0	0	0	1	";"
7739	7741	650	0.27124	0.52478	2	0.6	0	0	0	1	";"
7741	7739	650	0.27124	0.52478	2	0.6	0	0	0	1	";"
7741	19593	650	0.33016	0.63876	2	0.6	0	0	0	1	";"
7741	19753	650	0.11709	0.22653	2	0.6	0	0	0	1	";"
7741	31099	650	0.1236	0.23914	2	0.6	0	0	0	1	";"
7744	7793	2250	0.31211	0.51998	2	0.8	0	0	0	1	";"
7747	7518	5850	1.10074	0.94312	4	0.15	0	0	0	1	";"
7750	7640	650	0.25226	0.48805	2	0.6	0	0	0	1	";"
7750	7829	650	0.26173	0.50638	2	0.6	0	0	0	1	";"
7750	31439	450	0.37635	0.98139	2	0.5	0	0	0	1	";"
7751	7839	5850	0.67859	0.58142	4	0.15	0	0	0	1	";"
7752	7776	8750	0.14438	0.12027	4	0.15	0	0	0	1	";"
7753	7723	450	0.15436	0.38576	3.6	0.9	0	0	0	1	";"
7753	7759	450	0.11383	0.28445	3.6	0.9	0	0	0	1	";"
7753	54328	450	0.23295	0.19386	3.6	0.9	0	0	0	1	";"
7754	1291	99999	0	0.5453	3.6	0.9	0	0	0	1	";"
7754	1294	99999	0	0.57462	3.6	0.9	0	0	0	1	";"
7754	7696	1300	0.17134	0.31141	3.4	0.7	0	0	0	1	";"
7754	7792	1300	0.18124	0.3294	3.4	0.7	0	0	0	1	";"
7755	7692	1400	0.26135	0.3335	4	0.15	0	0	0	1	";"
7755	7767	1400	0.10676	0.13624	4	0.15	0	0	0	1	";"
7755	7815	1200	0.2041	0.33085	3.6	0.9	0	0	0	1	";"
7757	7675	1350	0.24725	0.38023	3.6	0.9	0	0	0	1	";"
7757	7767	1350	0.04892	0.07334	3.6	0.9	0	0	0	1	";"
7757	31438	500	0.23216	0.5157	2	0.5	0	0	0	1	";"
7758	7654	650	0.29493	0.57062	2	0.6	0	0	0	1	";"
7758	7759	900	0.17264	0.43143	3.6	0.9	0	0	0	1	";"
7758	40708	650	0.17005	0.1645	2	0.6	0	0	0	1	";"
7759	7753	450	0.11383	0.28445	3.6	0.9	0	0	0	1	";"
7759	7758	900	0.17264	0.43143	3.6	0.9	0	0	0	1	";"
7759	7773	450	0.15814	0.39519	3.6	0.9	0	0	0	1	";"
7761	7718	7000	0.13604	0.11332	4	0.15	0	0	0	1	";"
7761	31059	1500	0.23774	0.31686	3.6	0.9	0	0	0	1	";"
7762	599	99999	0	0.28523	3.6	0.9	0	0	0	1	";"
7762	7589	500	0.65028	1.44451	2	0.5	0	0	0	1	";"
7762	19278	500	0.49683	1.10363	2	0.5	0	0	0	1	";"
7764	592	99999	0	0.4954	3.6	0.9	0	0	0	1	";"
7764	7586	2200	0.45643	0.53677	4	0.15	0	0	0	1	";"
7764	19270	2200	0.29038	0.34149	4	0.15	0	0	0	1	";"
7765	7803	1300	0.1461	0.26553	3.4	0.7	0	0	0	1	";"
7765	19609	1300	0.15586	0.28326	3.4	0.7	0	0	0	1	";"
7765	31435	650	0.16374	0.31678	2	0.6	0	0	0	1	";"
7766	7571	5850	0.52681	0.49369	4	0.15	0	0	0	1	";"
7766	7700	2500	0.22116	0.34012	3.6	0.9	0	0	0	1	";"
7767	7755	1400	0.10676	0.13624	4	0.15	0	0	0	1	";"
7767	7757	1350	0.04892	0.07334	3.6	0.9	0	0	0	1	";"
7767	7826	1400	0.22982	0.29328	4	0.15	0	0	0	1	";"
7768	7837	1500	0.24112	0.43822	2	0.6	0	0	0	1	";"
7768	30392	2200	0.47234	0.52461	4	0.15	0	0	0	1	";"
7768	40089	2200	0.52707	0.30202	4	0.15	0	0	0	1	";"
7770	1278	99999	0	0.2827	3.6	0.9	0	0	0	1	";"
7770	19880	2250	0.14109	0.23506	2	0.8	0	0	0	1	";"
7772	7840	650	0.22882	0.44271	2	0.6	0	0	0	1	";"
7772	19753	650	0.05778	0.11179	2	0.6	0	0	0	1	";"
7772	31071	2200	0.26147	0.35642	4	0.15	0	0	0	1	";"
7772	31100	2200	0.38052	0.51868	4	0.15	0	0	0	1	";"
7773	7759	450	0.15814	0.39519	3.6	0.9	0	0	0	1	";"
7773	8011	450	0.82512	2.062	3.6	0.9	0	0	0	1	";"
7775	7885	5850	0.31618	0.28733	4	0.15	0	0	0	1	";"
7776	7855	900	0.25354	0.30412	2	0.6	0	0	0	1	";"
7776	7911	8750	0.41219	0.34335	4	0.15	0	0	0	1	";"
7777	7832	7800	0.21088	0.19762	4	0.15	0	0	0	1	";"
7778	7605	3900	0.48279	0.43218	4	0.15	0	0	0	1	";"
7778	31088	1350	0.21826	0.32726	3.6	0.9	0	0	0	1	";"
7779	7785	1300	0.07152	0.12999	3.4	0.7	0	0	0	1	";"
7779	40614	1300	0.68441	0.62194	3.4	0.7	0	0	0	1	";"
7779	54405	450	0.04	0.09315	3.6	0.9	0	0	0	1	";"
7779	54409	650	0.21537	0.16137	2	0.6	0	0	0	1	";"
7781	7761	8750	0.11639	0.09695	4	0.15	0	0	0	1	";"
7782	1509	99999	0	0.66596	3.6	0.9	0	0	0	1	";"
7782	7738	750	0.221	0.34881	3.4	0.7	0	0	0	1	";"
