"tail.node"	"head.node"	"capacity..veh.h."	"length..miles."	"fftt.min."	"Power"	"B"	"Flow"	"speed.limit..mph."	"toll..cents."	"link.type"	"X"
32585	32453	600	0.9984	2.30309	3.6	0.9	0	0	0	1	";"
32586	32580	600	0.47342	0.72805	3.6	0.9	0	0	0	1	";"
32586	50094	600	0.49	0.74349	3.6	0.9	0	0	0	1	";"
32586	54288	600	0.49933	0.14584	3.6	0.9	0	0	0	1	";"
32587	732	99999	0	1.99435	3.6	0.9	0	0	0	1	";"
32587	770	99999	0	1.4229	3.6	0.9	0	0	0	1	";"
32587	32450	600	0.51036	1.17729	3.6	0.9	0	0	0	1	";"
32587	32580	600	0.75231	1.73542	3.6	0.9	0	0	0	1	";"
32588	32464	600	0.14626	0.22493	3.6	0.9	0	0	0	1	";"
32588	54288	600	0.49933	0.62206	3.6	0.9	0	0	0	1	";"
32589	32456	900	0.38388	0.42636	3.4	0.7	0	0	0	1	";"
32589	32575	900	0.44143	0.49028	3.4	0.7	0	0	0	1	";"
32589	32590	550	0.24951	0.42756	3.6	0.9	0	0	0	1	";"
32590	32589	550	0.24951	0.42756	3.6	0.9	0	0	0	1	";"
32590	32591	550	0.14342	0.24577	3.6	0.9	0	0	0	1	";"
32591	32590	550	0.14342	0.24577	3.6	0.9	0	0	0	1	";"
32591	32602	550	0.11574	0.19834	3.6	0.9	0	0	0	1	";"
32592	32593	550	0.06016	0.12027	2	0.5	0	0	0	1	";"
32592	32613	550	0.05968	0.11931	2	0.5	0	0	0	1	";"
32593	32592	550	0.06016	0.12027	2	0.5	0	0	0	1	";"
32593	32608	600	0.06892	0.14254	2	0.5	0	0	0	1	";"
32594	32595	600	0.14651	0.30301	2	0.5	0	0	0	1	";"
32594	32596	550	0.08085	0.16163	2	0.5	0	0	0	1	";"
32595	32594	600	0.14651	0.30301	2	0.5	0	0	0	1	";"
32595	32599	550	0.0926	0.18512	2	0.5	0	0	0	1	";"
32596	32584	600	0.09488	0.19622	2	0.5	0	0	0	1	";"
32596	32594	550	0.08085	0.16163	2	0.5	0	0	0	1	";"
32597	32598	600	0.07327	0.15153	2	0.5	0	0	0	1	";"
32597	32599	550	0.07085	0.14165	2	0.5	0	0	0	1	";"
32598	32597	600	0.07327	0.15153	2	0.5	0	0	0	1	";"
32598	32600	600	0.08991	0.18595	2	0.5	0	0	0	1	";"
32599	32595	550	0.0926	0.18512	2	0.5	0	0	0	1	";"
32599	32597	550	0.07085	0.14165	2	0.5	0	0	0	1	";"
32600	32598	600	0.08991	0.18595	2	0.5	0	0	0	1	";"
32600	32601	600	0.07142	0.1477	2	0.5	0	0	0	1	";"
32601	32582	600	0.04303	0.08899	2	0.5	0	0	0	1	";"
32601	32600	600	0.07142	0.1477	2	0.5	0	0	0	1	";"
32602	762	99999	0	1.02182	3.6	0.9	0	0	0	1	";"
32602	763	99999	0	0.66131	3.6	0.9	0	0	0	1	";"
32602	32591	550	0.11574	0.19834	3.6	0.9	0	0	0	1	";"
32602	32603	550	0.09403	0.16112	3.6	0.9	0	0	0	1	";"
32603	32602	550	0.09403	0.16112	3.6	0.9	0	0	0	1	";"
32603	32604	550	0.05719	0.09799	3.6	0.9	0	0	0	1	";"
32604	32603	550	0.05719	0.09799	3.6	0.9	0	0	0	1	";"
32604	32605	550	0.05663	0.09704	3.6	0.9	0	0	0	1	";"
32605	32578	550	0.05691	0.09752	3.6	0.9	0	0	0	1	";"
32605	32604	550	0.05663	0.09704	3.6	0.9	0	0	0	1	";"
32606	32607	600	0.12972	0.26829	2	0.5	0	0	0	1	";"
32606	32609	550	0.06703	0.13401	2	0.5	0	0	0	1	";"
32607	32606	600	0.12972	0.26829	2	0.5	0	0	0	1	";"
32607	32608	550	0.06043	0.1208	2	0.5	0	0	0	1	";"
32608	759	99999	0	1.84071	3.6	0.9	0	0	0	1	";"
32608	32593	600	0.06892	0.14254	2	0.5	0	0	0	1	";"
32608	32607	550	0.06043	0.1208	2	0.5	0	0	0	1	";"
32609	32574	550	0.09067	0.18126	2	0.5	0	0	0	1	";"
32609	32606	550	0.06703	0.13401	2	0.5	0	0	0	1	";"
32610	32575	550	0.04518	0.09032	2	0.5	0	0	0	1	";"
32610	32611	550	0.05147	0.10289	2	0.5	0	0	0	1	";"
32611	32610	550	0.05147	0.10289	2	0.5	0	0	0	1	";"
32611	32614	550	0.01874	0.03747	2	0.5	0	0	0	1	";"
32612	32613	600	0.06729	0.13917	2	0.5	0	0	0	1	";"
32612	32616	600	0.02627	0.05434	2	0.5	0	0	0	1	";"
32613	32592	550	0.05968	0.11931	2	0.5	0	0	0	1	";"
32613	32612	600	0.06729	0.13917	2	0.5	0	0	0	1	";"
32614	32611	550	0.01874	0.03747	2	0.5	0	0	0	1	";"
32614	32615	550	0.03861	0.0772	2	0.5	0	0	0	1	";"
32615	32614	550	0.03861	0.0772	2	0.5	0	0	0	1	";"
32615	32616	550	0.01202	0.02404	2	0.5	0	0	0	1	";"
32616	32612	600	0.02627	0.05434	2	0.5	0	0	0	1	";"
32616	32615	550	0.01202	0.02404	2	0.5	0	0	0	1	";"
32617	32618	600	0.22014	0.33854	3.6	0.9	0	0	0	1	";"
32617	32654	600	0.0767	0.11795	3.6	0.9	0	0	0	1	";"
32618	771	99999	0	1.2498	3.6	0.9	0	0	0	1	";"
32618	32617	600	0.22014	0.33854	3.6	0.9	0	0	0	1	";"
32618	32659	600	0.1778	0.27344	3.6	0.9	0	0	0	1	";"
32619	769	99999	0	0.63359	3.6	0.9	0	0	0	1	";"
32619	32620	600	0.14808	0.22772	3.6	0.9	0	0	0	1	";"
32619	32659	550	0.48537	0.83173	3.6	0.9	0	0	0	1	";"
32620	32619	600	0.14808	0.22772	3.6	0.9	0	0	0	1	";"
32620	32658	600	0.0234	0.03598	3.6	0.9	0	0	0	1	";"
32621	770	99999	0	1.64599	3.6	0.9	0	0	0	1	";"
32621	32622	600	0.21905	0.33686	3.6	0.9	0	0	0	1	";"
32621	32652	550	0.06473	0.11092	3.6	0.9	0	0	0	1	";"
32622	769	99999	0	0.73783	3.6	0.9	0	0	0	1	";"
32622	32621	600	0.21905	0.33686	3.6	0.9	0	0	0	1	";"
32622	32623	550	0.06733	0.11538	3.6	0.9	0	0	0	1	";"
32623	32622	550	0.06733	0.11538	3.6	0.9	0	0	0	1	";"
32623	32624	550	0.24914	0.42693	3.6	0.9	0	0	0	1	";"
32624	32623	550	0.24914	0.42693	3.6	0.9	0	0	0	1	";"
32624	32660	600	0.15336	0.23585	3.6	0.9	0	0	0	1	";"
32625	32626	550	0.22504	0.38563	3.6	0.9	0	0	0	1	";"
32625	32644	550	0.13693	0.27376	2	0.5	0	0	0	1	";"
32625	32645	550	0.0611	0.1047	3.6	0.9	0	0	0	1	";"
32625	32649	550	0.05774	0.09895	3.6	0.9	0	0	0	1	";"
32626	32625	550	0.22504	0.38563	3.6	0.9	0	0	0	1	";"
32626	32655	550	0.06005	0.1029	3.6	0.9	0	0	0	1	";"
32627	32560	1700	0.76681	0.90178	2	0.9	0	0	0	1	";"
32627	32577	1700	0.35012	0.41174	2	0.9	0	0	0	1	";"
32627	32629	550	0.06377	0.10928	3.6	0.9	0	0	0	1	";"
32627	32652	600	0.05179	0.07964	3.6	0.9	0	0	0	1	";"
32628	765	99999	0	0.6184	3.6	0.9	0	0	0	1	";"
32628	32629	550	0.12027	0.2061	3.6	0.9	0	0	0	1	";"
32628	32651	550	0.06518	0.11169	3.6	0.9	0	0	0	1	";"
32629	32627	550	0.06377	0.10928	3.6	0.9	0	0	0	1	";"
32629	32628	550	0.12027	0.2061	3.6	0.9	0	0	0	1	";"
32630	32631	550	0.12202	0.24394	2	0.5	0	0	0	1	";"
32630	32640	550	0.06473	0.1294	2	0.5	0	0	0	1	";"
32631	32630	550	0.12202	0.24394	2	0.5	0	0	0	1	";"
32631	32647	550	0.03559	0.07115	2	0.5	0	0	0	1	";"
32632	32577	550	0.07339	0.14673	2	0.5	0	0	0	1	";"
32632	32633	550	0.06788	0.13571	2	0.5	0	0	0	1	";"
32633	765	99999	0	0.49975	3.6	0.9	0	0	0	1	";"
32633	32632	550	0.06788	0.13571	2	0.5	0	0	0	1	";"
32633	32641	550	0.12733	0.25455	2	0.5	0	0	0	1	";"
32634	32635	550	0.10243	0.20478	2	0.5	0	0	0	1	";"
32634	32636	600	0.08642	0.17872	2	0.5	0	0	0	1	";"
32634	32639	600	0.05829	0.12056	2	0.5	0	0	0	1	";"
32635	32634	550	0.10243	0.20478	2	0.5	0	0	0	1	";"
32635	32640	550	0.05483	0.10962	2	0.5	0	0	0	1	";"
32636	32634	600	0.08642	0.17872	2	0.5	0	0	0	1	";"
32636	32637	600	0.0775	0.16029	2	0.5	0	0	0	1	";"
32637	32636	600	0.0775	0.16029	2	0.5	0	0	0	1	";"
32637	32642	550	0.06728	0.1345	2	0.5	0	0	0	1	";"
32638	32583	550	0.01627	0.03253	2	0.5	0	0	0	1	";"
32638	32639	550	0.11441	0.22873	2	0.5	0	0	0	1	";"
32639	32634	600	0.05829	0.12056	2	0.5	0	0	0	1	";"
32639	32638	550	0.11441	0.22873	2	0.5	0	0	0	1	";"
32640	32630	550	0.06473	0.1294	2	0.5	0	0	0	1	";"
32640	32635	550	0.05483	0.10962	2	0.5	0	0	0	1	";"
32641	32633	550	0.12733	0.25455	2	0.5	0	0	0	1	";"
32641	32642	600	0.04883	0.10098	2	0.5	0	0	0	1	";"
32642	32637	550	0.06728	0.1345	2	0.5	0	0	0	1	";"
32642	32641	600	0.04883	0.10098	2	0.5	0	0	0	1	";"
32643	32644	550	0.06231	0.12458	2	0.5	0	0	0	1	";"
32643	32647	550	0.02407	0.04812	2	0.5	0	0	0	1	";"
32644	32625	550	0.13693	0.27376	2	0.5	0	0	0	1	";"
32644	32643	550	0.06231	0.12458	2	0.5	0	0	0	1	";"
32645	32625	550	0.0611	0.1047	3.6	0.9	0	0	0	1	";"
32645	32646	550	0.0638	0.10932	3.6	0.9	0	0	0	1	";"
32646	32645	550	0.0638	0.10932	3.6	0.9	0	0	0	1	";"
32646	32650	550	0.06334	0.10853	3.6	0.9	0	0	0	1	";"
32647	32631	550	0.03559	0.07115	2	0.5	0	0	0	1	";"
32647	32643	550	0.02407	0.04812	2	0.5	0	0	0	1	";"
32648	32579	550	0.05711	0.09786	3.6	0.9	0	0	0	1	";"
32648	32649	550	0.0569	0.09751	3.6	0.9	0	0	0	1	";"
32649	32625	550	0.05774	0.09895	3.6	0.9	0	0	0	1	";"
32649	32648	550	0.0569	0.09751	3.6	0.9	0	0	0	1	";"
32650	32646	550	0.06334	0.10853	3.6	0.9	0	0	0	1	";"
32650	32651	550	0.06219	0.10657	3.6	0.9	0	0	0	1	";"
32651	32628	550	0.06518	0.11169	3.6	0.9	0	0	0	1	";"
32651	32650	550	0.06219	0.10657	3.6	0.9	0	0	0	1	";"
32652	32621	550	0.06473	0.11092	3.6	0.9	0	0	0	1	";"
32652	32627	600	0.05179	0.07964	3.6	0.9	0	0	0	1	";"
32653	32581	600	0.16436	0.25275	3.6	0.9	0	0	0	1	";"
32653	32654	600	0.04327	0.06655	3.6	0.9	0	0	0	1	";"
32654	32617	600	0.0767	0.11795	3.6	0.9	0	0	0	1	";"
32654	32653	600	0.04327	0.06655	3.6	0.9	0	0	0	1	";"
32655	32626	550	0.06005	0.1029	3.6	0.9	0	0	0	1	";"
32655	32656	550	0.20516	0.35156	3.6	0.9	0	0	0	1	";"
32656	766	99999	0	0.57831	3.6	0.9	0	0	0	1	";"
32656	32655	550	0.20516	0.35156	3.6	0.9	0	0	0	1	";"
32656	32657	550	0.12389	0.2123	3.6	0.9	0	0	0	1	";"
32657	32569	550	0.13885	0.23794	3.6	0.9	0	0	0	1	";"
32657	32656	550	0.12389	0.2123	3.6	0.9	0	0	0	1	";"
32658	32572	550	0.05347	0.09162	3.6	0.9	0	0	0	1	";"
32658	32620	600	0.0234	0.03598	3.6	0.9	0	0	0	1	";"
32659	32618	600	0.1778	0.27344	3.6	0.9	0	0	0	1	";"
32659	32619	550	0.48537	0.83173	3.6	0.9	0	0	0	1	";"
32659	32661	600	0.05209	0.0801	3.6	0.9	0	0	0	1	";"
32660	32624	600	0.15336	0.23585	3.6	0.9	0	0	0	1	";"
32660	32661	600	0.09725	0.14955	3.6	0.9	0	0	0	1	";"
32661	32659	600	0.05209	0.0801	3.6	0.9	0	0	0	1	";"
32661	32660	600	0.09725	0.14955	3.6	0.9	0	0	0	1	";"
32662	32562	2000	0.55493	0.56412	4	0.15	0	0	0	1	";"
32662	32663	1500	0.31668	0.42208	3.6	0.9	0	0	0	1	";"
32663	32562	1500	0.24324	0.32419	3.6	0.9	0	0	0	1	";"
32663	32665	850	0.10885	0.17644	2	0.6	0	0	0	1	";"
32663	53448	550	0.51	0.86113	3.6	0.9	0	0	0	1	";"
32664	32454	1900	0.68564	0.7908	4	0.15	0	0	0	1	";"
32665	29864	850	1	1.36309	3.4	0.7	0	0	0	1	";"
32665	32663	850	0.10885	0.17644	2	0.6	0	0	0	1	";"
32665	32664	1400	0.27982	0.39959	3.6	0.9	0	0	0	1	";"
32666	29864	550	0.09018	0.15453	3.6	0.9	0	0	0	1	";"
32666	32667	550	0.41058	0.70356	3.6	0.9	0	0	0	1	";"
32667	32666	550	0.41058	0.70356	3.6	0.9	0	0	0	1	";"
32667	32676	550	0.04949	0.08481	3.6	0.9	0	0	0	1	";"
32668	32669	550	0.08424	0.14435	3.6	0.9	0	0	0	1	";"
32668	32675	550	0.0578	0.09904	3.6	0.9	0	0	0	1	";"
32669	32668	550	0.08424	0.14435	3.6	0.9	0	0	0	1	";"
32669	32673	550	0.07102	0.1217	3.6	0.9	0	0	0	1	";"
32670	32466	550	0.15373	0.26344	3.6	0.9	0	0	0	1	";"
32670	32673	550	0.06158	0.10553	3.6	0.9	0	0	0	1	";"
32671	29890	500	0.03963	0.08803	2	0.5	0	0	0	1	";"
32671	32672	550	0.06437	0.12868	2	0.5	0	0	0	1	";"
32672	32465	550	0.0752	0.15035	2	0.5	0	0	0	1	";"
32672	32671	550	0.06437	0.12868	2	0.5	0	0	0	1	";"
32673	32669	550	0.07102	0.1217	3.6	0.9	0	0	0	1	";"
32673	32670	550	0.06158	0.10553	3.6	0.9	0	0	0	1	";"
32674	2465	99999	0	0.79249	3.6	0.9	0	0	0	1	";"
32674	32675	550	0.1443	0.24727	3.6	0.9	0	0	0	1	";"
32674	32677	550	0.06497	0.11134	3.6	0.9	0	0	0	1	";"
32675	32668	550	0.0578	0.09904	3.6	0.9	0	0	0	1	";"
32675	32674	550	0.1443	0.24727	3.6	0.9	0	0	0	1	";"
32676	2466	99999	0	1.09952	3.6	0.9	0	0	0	1	";"
32676	32667	550	0.04949	0.08481	3.6	0.9	0	0	0	1	";"
32676	32677	550	0.06478	0.111	3.6	0.9	0	0	0	1	";"
32677	32674	550	0.06497	0.11134	3.6	0.9	0	0	0	1	";"
32677	32676	550	0.06478	0.111	3.6	0.9	0	0	0	1	";"
32678	32679	1900	0.14694	0.16948	4	0.15	0	0	0	1	";"
32678	32731	1900	0.10648	0.12281	4	0.15	0	0	0	1	";"
32679	32678	1900	0.14694	0.16948	4	0.15	0	0	0	1	";"
32679	32698	2000	0.19286	0.19605	4	0.15	0	0	0	1	";"
32679	32703	600	0.12485	0.19201	3.6	0.9	0	0	0	1	";"
32680	32681	550	0.07033	0.12052	3.6	0.9	0	0	0	1	";"
32680	32700	550	0.08825	0.15123	3.6	0.9	0	0	0	1	";"
32681	32680	550	0.07033	0.12052	3.6	0.9	0	0	0	1	";"
32681	32719	550	0.08834	0.15138	3.6	0.9	0	0	0	1	";"
32682	32683	600	0.61012	0.93827	3.6	0.9	0	0	0	1	";"
32682	32684	550	0.55791	0.95603	3.6	0.9	0	0	0	1	";"
32682	54923	600	0.36312	0.5554	3.6	0.9	0	0	0	1	";"
32683	772	99999	0	1.37123	3.6	0.9	0	0	0	1	";"
32683	32682	600	0.61012	0.93827	3.6	0.9	0	0	0	1	";"
32683	32707	550	0.21011	0.36004	3.6	0.9	0	0	0	1	";"
32684	774	99999	0	1.16007	3.6	0.9	0	0	0	1	";"
32684	32682	550	0.55791	0.95603	3.6	0.9	0	0	0	1	";"
32684	32704	550	0.18307	0.31372	3.6	0.9	0	0	0	1	";"
32685	29557	600	0.49852	0.76666	3.6	0.9	0	0	0	1	";"
32685	51821	600	0.65	0.98712	3.6	0.9	0	0	0	1	";"
32685	54923	600	0.36312	0.00303	3.6	0.9	0	0	0	1	";"
32686	29524	2000	0.13773	0.14001	4	0.15	0	0	0	1	";"
32686	32458	900	0.60918	0.68937	2	0.9	0	0	0	1	";"
32686	32698	2000	0.42466	0.43169	4	0.15	0	0	0	1	";"
32687	32688	550	0.20443	0.35031	3.6	0.9	0	0	0	1	";"
32687	32703	550	0.06232	0.10679	3.6	0.9	0	0	0	1	";"
32687	51194	550	0.07	0.11774	3.6	0.9	0	0	0	1	";"
32688	773	99999	0	0.65883	3.6	0.9	0	0	0	1	";"
32688	32687	550	0.20443	0.35031	3.6	0.9	0	0	0	1	";"
32688	32704	550	0.05738	0.09832	3.6	0.9	0	0	0	1	";"
32689	32690	600	0.06032	0.12475	2	0.5	0	0	0	1	";"
32689	32696	600	0.0354	0.07321	2	0.5	0	0	0	1	";"
32690	32689	600	0.06032	0.12475	2	0.5	0	0	0	1	";"
32690	32695	600	0.02436	0.05038	2	0.5	0	0	0	1	";"
32691	32692	600	0.0684	0.14146	2	0.5	0	0	0	1	";"
32691	32694	600	0.06201	0.12824	2	0.5	0	0	0	1	";"
32692	32691	600	0.0684	0.14146	2	0.5	0	0	0	1	";"
32692	32693	600	0.0401	0.08292	2	0.5	0	0	0	1	";"
32693	32573	600	0.10891	0.22525	2	0.5	0	0	0	1	";"
32693	32692	600	0.0401	0.08292	2	0.5	0	0	0	1	";"
32694	32691	600	0.06201	0.12824	2	0.5	0	0	0	1	";"
32694	32695	600	0.06609	0.13668	2	0.5	0	0	0	1	";"
32695	32690	600	0.02436	0.05038	2	0.5	0	0	0	1	";"
32695	32694	600	0.06609	0.13668	2	0.5	0	0	0	1	";"
32696	32458	600	0.07812	0.16156	2	0.5	0	0	0	1	";"
32696	32689	600	0.0354	0.07321	2	0.5	0	0	0	1	";"
32697	760	99999	0	0.75753	3.6	0.9	0	0	0	1	";"
32697	32576	850	0.13583	0.18515	3.4	0.7	0	0	0	1	";"
32697	32698	850	0.44517	0.60682	3.4	0.7	0	0	0	1	";"
32698	32679	2000	0.19286	0.19605	4	0.15	0	0	0	1	";"
32698	32686	2000	0.42466	0.43169	4	0.15	0	0	0	1	";"
32698	32697	850	0.44517	0.60682	3.4	0.7	0	0	0	1	";"
32699	32700	550	0.16048	0.27499	3.6	0.9	0	0	0	1	";"
32699	32702	550	0.07506	0.12862	3.6	0.9	0	0	0	1	";"
32700	761	99999	0	0.53237	3.6	0.9	0	0	0	1	";"
32700	32680	550	0.08825	0.15123	3.6	0.9	0	0	0	1	";"
32700	32699	550	0.16048	0.27499	3.6	0.9	0	0	0	1	";"
32701	32576	550	0.03593	0.06157	3.6	0.9	0	0	0	1	";"
32701	32702	550	0.13092	0.22435	3.6	0.9	0	0	0	1	";"
32702	32699	550	0.07506	0.12862	3.6	0.9	0	0	0	1	";"
32702	32701	550	0.13092	0.22435	3.6	0.9	0	0	0	1	";"
32703	32679	600	0.12485	0.19201	3.6	0.9	0	0	0	1	";"
32703	32687	550	0.06232	0.10679	3.6	0.9	0	0	0	1	";"
32703	51201	550	0.09	0.15028	3.6	0.9	0	0	0	1	";"
32704	32684	550	0.18307	0.31372	3.6	0.9	0	0	0	1	";"
32704	32688	550	0.05738	0.09832	3.6	0.9	0	0	0	1	";"
32705	32566	2000	0.16767	0.17044	4	0.15	0	0	0	1	";"
32705	32708	2000	0.22781	0.23158	4	0.15	0	0	0	1	";"
32705	32735	600	0.01668	0.02565	3.6	0.9	0	0	0	1	";"
32705	51642	600	0.02	0.02632	3.6	0.9	0	0	0	1	";"
32706	32708	2000	0.32972	0.33518	4	0.15	0	0	0	1	";"
32706	32715	1900	0.0725	0.08363	4	0.15	0	0	0	1	";"
32706	54283	550	0.43703	0.20773	3.6	0.9	0	0	0	1	";"
32707	773	99999	0	0.73948	3.6	0.9	0	0	0	1	";"
32707	32683	550	0.21011	0.36004	3.6	0.9	0	0	0	1	";"
32707	54284	550	0.43703	0.43069	3.6	0.9	0	0	0	1	";"
32708	768	99999	0	0.54196	3.6	0.9	0	0	0	1	";"
32708	32705	2000	0.22781	0.23158	4	0.15	0	0	0	1	";"
32708	32706	2000	0.32972	0.33518	4	0.15	0	0	0	1	";"
32709	32710	500	0.06926	0.12981	3.6	0.9	0	0	0	1	";"
32709	32721	550	0.06933	0.1188	3.6	0.9	0	0	0	1	";"
32710	32561	500	0.07106	0.13319	3.6	0.9	0	0	0	1	";"
32710	32709	500	0.06926	0.12981	3.6	0.9	0	0	0	1	";"
32711	32712	550	0.06118	0.10484	3.6	0.9	0	0	0	1	";"
32711	32723	550	0.06271	0.10746	3.6	0.9	0	0	0	1	";"
32712	32711	550	0.06118	0.10484	3.6	0.9	0	0	0	1	";"
32712	32732	550	0.03239	0.0555	3.6	0.9	0	0	0	1	";"
32713	32714	550	0.06235	0.10684	3.6	0.9	0	0	0	1	";"
32713	32734	600	0.0623	0.09581	3.6	0.9	0	0	0	1	";"
32714	32713	550	0.06235	0.10684	3.6	0.9	0	0	0	1	";"
32714	32730	550	0.0623	0.10676	3.6	0.9	0	0	0	1	";"
32715	32561	1500	0.5592	0.69872	2	0.9	0	0	0	1	";"
32715	32706	1900	0.0725	0.08363	4	0.15	0	0	0	1	";"
32715	32731	1900	0.27354	0.3155	4	0.15	0	0	0	1	";"
32716	32570	500	0.12537	0.23497	3.6	0.9	0	0	0	1	";"
32716	32722	500	0.06236	0.11689	3.6	0.9	0	0	0	1	";"
32717	32570	550	0.06719	0.11513	3.6	0.9	0	0	0	1	";"
32717	32718	550	0.06926	0.11868	3.6	0.9	0	0	0	1	";"
32718	32717	550	0.06926	0.11868	3.6	0.9	0	0	0	1	";"
32718	32720	500	0.06926	0.12981	3.6	0.9	0	0	0	1	";"
32719	762	99999	0	1.39328	3.6	0.9	0	0	0	1	";"
32719	32570	550	0.08825	0.15122	3.6	0.9	0	0	0	1	";"
32719	32681	550	0.08834	0.15138	3.6	0.9	0	0	0	1	";"
32720	32718	500	0.06926	0.12981	3.6	0.9	0	0	0	1	";"
32720	32721	550	0.06926	0.11868	3.6	0.9	0	0	0	1	";"
32721	32709	550	0.06933	0.1188	3.6	0.9	0	0	0	1	";"
32721	32720	550	0.06926	0.11868	3.6	0.9	0	0	0	1	";"
32722	32716	500	0.06236	0.11689	3.6	0.9	0	0	0	1	";"
32722	32723	500	0.06305	0.11818	3.6	0.9	0	0	0	1	";"
32723	767	99999	0	0.4516	3.6	0.9	0	0	0	1	";"
32723	32711	550	0.06271	0.10746	3.6	0.9	0	0	0	1	";"
32723	32722	500	0.06305	0.11818	3.6	0.9	0	0	0	1	";"
32724	32725	550	0.06905	0.11833	3.6	0.9	0	0	0	1	";"
32724	32727	550	0.07002	0.11998	3.6	0.9	0	0	0	1	";"
32725	32724	550	0.06905	0.11833	3.6	0.9	0	0	0	1	";"
32725	32728	550	0.06926	0.11868	3.6	0.9	0	0	0	1	";"
32726	32571	600	0.12411	0.19087	3.6	0.9	0	0	0	1	";"
32726	32730	600	0.12504	0.1923	3.6	0.9	0	0	0	1	";"
32727	32561	550	0.06857	0.1175	3.6	0.9	0	0	0	1	";"
32727	32724	550	0.07002	0.11998	3.6	0.9	0	0	0	1	";"
32728	32725	550	0.06926	0.11868	3.6	0.9	0	0	0	1	";"
32728	32729	550	0.06933	0.1188	3.6	0.9	0	0	0	1	";"
32729	32571	550	0.07416	0.12708	3.6	0.9	0	0	0	1	";"
32729	32728	550	0.06933	0.1188	3.6	0.9	0	0	0	1	";"
32730	32714	550	0.0623	0.10676	3.6	0.9	0	0	0	1	";"
32730	32726	600	0.12504	0.1923	3.6	0.9	0	0	0	1	";"
32731	32678	1900	0.10648	0.12281	4	0.15	0	0	0	1	";"
32731	32715	1900	0.27354	0.3155	4	0.15	0	0	0	1	";"
32731	32733	550	0.06936	0.11885	3.6	0.9	0	0	0	1	";"
32732	32712	550	0.03239	0.0555	3.6	0.9	0	0	0	1	";"
32732	32733	550	0.03012	0.05162	3.6	0.9	0	0	0	1	";"
32733	32731	550	0.06936	0.11885	3.6	0.9	0	0	0	1	";"
32733	32732	550	0.03012	0.05162	3.6	0.9	0	0	0	1	";"
32734	32713	600	0.0623	0.09581	3.6	0.9	0	0	0	1	";"
32734	32735	600	0.04933	0.07587	3.6	0.9	0	0	0	1	";"
32735	32705	600	0.01668	0.02565	3.6	0.9	0	0	0	1	";"
32735	32734	600	0.04933	0.07587	3.6	0.9	0	0	0	1	";"
32736	32738	600	0.99298	1.52705	3.6	0.9	0	0	0	1	";"
32736	53950	600	1.26	1.93274	3.6	0.9	0	0	0	1	";"
32736	54024	600	0.99	1.52226	3.6	0.9	0	0	0	1	";"
32736	54282	600	0.75514	0.00935	3.6	0.9	0	0	0	1	";"
32737	2463	99999	0	3.04651	3.6	0.9	0	0	0	1	";"
32737	32740	600	0.13351	0.20532	3.6	0.9	0	0	0	1	";"
32737	54282	600	0.75514	1.15194	3.6	0.9	0	0	0	1	";"
32738	32563	900	0.86218	0.9576	3.4	0.7	0	0	0	1	";"
32738	32736	600	0.99298	1.52705	3.6	0.9	0	0	0	1	";"
32738	54277	900	1.8055	0.22938	3.4	0.7	0	0	0	1	";"
32739	32568	600	0.74963	1.15281	3.6	0.9	0	0	0	1	";"
32739	32740	600	0.12465	0.1917	3.6	0.9	0	0	0	1	";"
32740	32737	600	0.13351	0.20532	3.6	0.9	0	0	0	1	";"
32740	32739	600	0.12465	0.1917	3.6	0.9	0	0	0	1	";"
32741	1977	99999	0	0.56207	3.6	0.9	0	0	0	1	";"
32741	10036	650	0.22506	0.43543	2	0.6	0	0	0	1	";"
32741	54511	650	0.20979	0.04917	2	0.6	0	0	0	1	";"
32742	9957	650	0.21648	0.41884	2	0.6	0	0	0	1	";"
32742	33153	650	0.0319	0.06172	2	0.6	0	0	0	1	";"
32743	10206	600	0.24807	0.40211	3.4	0.7	0	0	0	1	";"
32743	10264	400	0.2486	0.55222	2	0.5	0	0	0	1	";"
32743	10265	450	0.43574	1.13625	2	0.5	0	0	0	1	";"
32743	10301	600	0.24758	0.40132	3.4	0.7	0	0	0	1	";"
32744	2410	99999	0	2.3524	3.6	0.9	0	0	0	1	";"
32744	2411	99999	0	1.7449	3.6	0.9	0	0	0	1	";"
32744	32745	1900	0.66297	0.8644	2	0.8	0	0	0	1	";"
32744	33526	950	0.29141	0.37995	2	0.8	0	0	0	1	";"
32745	32744	1900	0.66297	0.8644	2	0.8	0	0	0	1	";"
32745	33677	850	0.99177	1.35188	3.4	0.7	0	0	0	1	";"
32745	40362	850	1.50059	0.70374	3.4	0.7	0	0	0	1	";"
32746	32747	550	1.23536	2.11692	3.6	0.9	0	0	0	1	";"
32746	32939	1900	0.19077	0.24873	2	0.8	0	0	0	1	";"
32746	32945	550	1.17395	2.01168	3.6	0.9	0	0	0	1	";"
32746	32975	850	0.35985	0.4905	3.4	0.7	0	0	0	1	";"
32747	32746	550	1.23536	2.11692	3.6	0.9	0	0	0	1	";"
32747	32763	1900	0.92706	1.50275	2	0.9	0	0	0	1	";"
32747	33517	850	1.24376	1.69536	3.4	0.7	0	0	0	1	";"
32748	2413	99999	0	0.38147	3.6	0.9	0	0	0	1	";"
32748	19020	550	0.14067	0.24105	3.6	0.9	0	0	0	1	";"
