"N"	"lon"	"lat"	"X"
9388	-93.12327	44.75446	";"
9389	-93.1225	44.93059	";"
9390	-93.12201	44.93412	";"
9392	-93.12178	44.93752	";"
9393	-93.12152	44.95185	";"
9395	-93.121245	44.95573	";"
9396	-93.12101	44.95163	";"
9399	-93.12105	45.00914	";"
9402	-93.12086	45.08638	";"
9403	-93.12067	45.00931	";"
9404	-93.12033	44.89079	";"
9405	-93.11969	44.93249	";"
9406	-93.11907	44.95149	";"
9407	-93.11729	44.93413	";"
9409	-93.11727	44.93919	";"
9410	-93.11727	44.93942	";"
9411	-93.11701	44.89805	";"
9412	-93.11726	45.07932	";"
9414	-93.11656	44.8338	";"
9416	-93.116577	44.847889	";"
9417	-93.11657	44.94007	";"
9418	-93.1169	45.17888	";"
9421	-93.11612	44.95936	";"
9422	-93.116126	44.955754	";"
9423	-93.11609	44.94656	";"
9426	-93.11612	44.96456	";"
9427	-93.11612	44.9774	";"
9428	-93.11619	45.0207	";"
9432	-93.1153	44.95127	";"
9433	-93.11458	45.07379	";"
9435	-93.11368	44.94111	";"
9436	-93.11344	44.96308	";"
9437	-93.11319	44.94132	";"
9439	-93.11303	44.90595	";"
9440	-93.11248	44.82787	";"
9442	-93.11269	44.9406	";"
9443	-93.11267	44.955751	";"
9444	-93.1126	44.95101	";"
9445	-93.1127	45.06975	";"
9446	-93.112184	44.937615	";"
9447	-93.11196	44.94656	";"
9451	-93.11145	44.9503	";"
9453	-93.11132	44.94132	";"
9454	-93.11038	44.95056	";"
9455	-93.110308	44.951388	";"
9456	-93.11024	45.00748	";"
9457	-93.109949	44.951394	";"
9458	-93.11004	45.0077	";"
9460	-93.109802	44.941313	";"
9461	-93.10994	45.06478	";"
9462	-93.109565	44.950327	";"
9463	-93.10974	45.04681	";"
9465	-93.109325	44.953984	";"
9466	-93.10937	44.93953	";"
9467	-93.109261	44.955796	";"
9469	-93.10909	44.93679	";"
9470	-93.10852	44.96037	";"
9471	-93.10811	44.94652	";"
9472	-93.10775	44.94817	";"
9474	-93.107647	44.950508	";"
9476	-93.107245	44.944835	";"
9477	-93.10777	45.18195	";"
9479	-93.10717	44.94896	";"
9482	-93.106825	44.94484	";"
9484	-93.10678	44.94131	";"
9486	-93.10674	44.95097	";"
9487	-93.10681	45.06273	";"
9488	-93.10631	45.0459	";"
9489	-93.1063	45.04415	";"
9490	-93.1063	45.0457	";"
9492	-93.10628	45.0426	";"
9494	-93.10596	44.88335	";"
9495	-93.1062	45.03591	";"
9497	-93.105923	44.887526	";"
9498	-93.10618	45.03158	";"
9499	-93.10615	45.02619	";"
9500	-93.1059	44.89083	";"
9503	-93.1061	45.02074	";"
9504	-93.106	44.97107	";"
9506	-93.105967	44.955818	";"
9508	-93.10595	44.95896	";"
9510	-93.10595	44.96042	";"
9511	-93.105815	44.951683	";"
9512	-93.10582	44.91323	";"
9514	-93.10593	44.97739	";"
9515	-93.10598	45.00632	";"
9517	-93.10598	45.00691	";"
9518	-93.10598	45.00815	";"
9519	-93.10598	45.0135	";"
9520	-93.105935	45.002821	";"
9521	-93.10591	44.9919	";"
9522	-93.1059	44.99908	";"
9523	-93.10587	44.98458	";"
9525	-93.10588	44.98996	";"
9527	-93.105883	44.995436	";"
9530	-93.10555	44.94812	";"
9531	-93.10525	44.95094	";"
9535	-93.105172	44.951385	";"
9536	-93.10446	44.94705	";"
9540	-93.10417	44.9461	";"
9541	-93.10405	44.94337	";"
9543	-93.1039	44.94534	";"
9545	-93.10375	44.95583	";"
9546	-93.10341	44.95373	";"
9547	-93.10283	44.94889	";"
9548	-93.10275	44.94454	";"
9551	-93.102539	44.951035	";"
9553	-93.1019	44.9256	";"
9554	-93.1019	44.92957	";"
9556	-93.10207	45.04237	";"
9557	-93.1018	44.91963	";"
9558	-93.101399	44.950791	";"
9559	-93.101433	44.945834	";"
9560	-93.10129	45.00796	";"
9562	-93.101135	44.948777	";"
9563	-93.10077	44.953709	";"
9565	-93.10031	44.94639	";"
9566	-93.10029	44.94996	";"
9569	-93.10008	44.9509	";"
9571	-93.10045	45.19661	";"
9572	-93.09988	44.88334	";"
9575	-93.09993	44.95134	";"
9576	-93.09969	44.9467	";"
9578	-93.09967	44.94927	";"
9579	-93.09917	44.95058	";"
9581	-93.09888	44.94846	";"
9582	-93.09879	44.95849	";"
9583	-93.098693	44.95175	";"
9584	-93.0985	44.94987	";"
9585	-93.098473	44.945229	";"
9587	-93.09834	45.02527	";"
9588	-93.09816	44.96116	";"
9589	-93.09801	44.94758	";"
9590	-93.098013	44.951046	";"
9592	-93.09771	44.94905	";"
9594	-93.097715	44.984618	";"
9595	-93.097334	44.950436	";"
9597	-93.09708	44.95016	";"
9598	-93.0969	44.89079	";"
9601	-93.097	44.95598	";"
9602	-93.09675	44.94815	";"
9604	-93.0965	44.94964	";"
9605	-93.09647	44.94601	";"
9608	-93.09645	44.99186	";"
9609	-93.09643	44.99073	";"
9611	-93.0964	44.98461	";"
9612	-93.09638	44.97683	";"
9615	-93.09637	44.97105	";"
9620	-93.096198	44.952966	";"
9626	-93.096	44.91244	";"
9627	-93.09593	44.89804	";"
9635	-93.09599	44.94728	";"
9639	-93.09587	44.95473	";"
9641	-93.09586	44.95076	";"
9642	-93.0958	44.95285	";"
9643	-93.09579	44.94894	";"
9644	-93.0956	44.94514	";"
9645	-93.09549	44.95219	";"
9647	-93.09546	44.9486	";"
9649	-93.09524	44.94649	";"
9650	-93.09488	44.94974	";"
9651	-93.09478	44.953657	";"
9655	-93.094845	44.946095	";"
9658	-93.094809	44.957016	";"
9659	-93.09473	44.94785	";"
9661	-93.09469	44.95135	";"
9663	-93.094625	44.94678	";"
9664	-93.09444	44.94569	";"
9668	-93.09431	44.94915	";"
9670	-93.09427	44.95092	";"
9671	-93.094041	44.95287	";"
9672	-93.09399	44.94708	";"
9680	-93.09406	45.02381	";"
9681	-93.09386	44.95051	";"
9684	-93.09383	44.94599	";"
9686	-93.09365	44.94485	";"
9689	-93.09364	44.94846	";"
9692	-93.093623	44.946704	";"
9693	-93.093344	44.954277	";"
9694	-93.09322	44.94629	";"
9695	-93.09327	45.0101	";"
9696	-93.09307	44.94973	";"
9697	-93.09286	44.94764	";"
9698	-93.09283	44.94398	";"
9699	-93.0928	44.957818	";"
9701	-93.09244	44.94546	";"
9703	-93.09238	44.94904	";"
9704	-93.09207	44.94685	";"
9706	-93.09172	44.95038	";"
9707	-93.091546	44.944582	";"
9709	-93.092071	45.196554	";"
9713	-93.09164	44.94823	";"
9717	-93.09148	44.961725	";"
9718	-93.0915	45.03702	";"
9719	-93.09131	44.95993	";"
9720	-93.09127	44.94602	";"
9721	-93.0911	44.957	";"
9722	-93.09098	44.88234	";"
9723	-93.09105	44.94968	";"
9724	-93.090943	44.95557	";"
9725	-93.09093	44.96315	";"
9726	-93.0909	44.96057	";"
9727	-93.09085	44.94743	";"
9728	-93.09071	44.96301	";"
9729	-93.09068	44.96049	";"
9730	-93.09051	44.95323	";"
9731	-93.090415	44.945156	";"
9732	-93.09029	44.94887	";"
9733	-93.09039	45.02305	";"
9738	-93.090145	44.961211	";"
9743	-93.09009	44.95425	";"
9744	-93.09005	44.9466	";"
9748	-93.09005	44.95783	";"
9749	-93.09009	44.99184	";"
9750	-93.09001	45.01071	";"
9755	-93.08993	45.02965	";"
9758	-93.08991	45.01974	";"
9760	-93.08978	44.95249	";"
9763	-93.08984	45.0136	";"
9764	-93.0898	45.01118	";"
9765	-93.089716	44.961169	";"
9766	-93.08979	45.01001	";"
9768	-93.08975	45.00736	";"
9771	-93.08978	45.02666	";"
9773	-93.08968	45.00166	";"
9774	-93.089573	44.949197	";"
9777	-93.0894	44.8835	";"
9778	-93.08957	44.99638	";"
9779	-93.08949	44.94806	";"
9781	-93.0895	44.99474	";"
9785	-93.08952	45.00739	";"
9786	-93.08944	45.00188	";"
9787	-93.08936	44.99639	";"
9788	-93.08931	44.995	";"
9789	-93.08921	44.94575	";"
9790	-93.08918	44.9516	";"
9796	-93.08909	44.95427	";"
9799	-93.08914	44.98661	";"
9800	-93.08899	44.98748	";"
9803	-93.08893	44.94949	";"
9806	-93.088895	44.948344	";"
9810	-93.08885	44.98009	";"
9812	-93.08884	45.01079	";"
9821	-93.08876	44.9738	";"
9823	-93.08882	45.02261	";"
9825	-93.08865	44.98018	";"
9826	-93.088545	44.950923	";"
9827	-93.08855	44.97386	";"
9828	-93.08843	44.99183	";"
9829	-93.08812	44.94871	";"
9830	-93.08803	44.95296	";"
9833	-93.08777	44.93736	";"
9840	-93.08777	44.95004	";"
9844	-93.087487	44.957841	";"
9846	-93.0874	44.95147	";"
9849	-93.087	44.94926	";"
9850	-93.08659	44.95062	";"
9851	-93.08583	44.9509	";"
9852	-93.08581	44.94981	";"
9853	-93.08536	45.01064	";"
9855	-93.08523	45.01044	";"
9856	-93.08506	44.95014	";"
9859	-93.08484	44.95781	";"
9861	-93.0848	44.95574	";"
9863	-93.08455	44.9523	";"
9865	-93.084609	44.954822	";"
9877	-93.08418	44.93385	";"
9886	-93.08387	45.02099	";"
9892	-93.08367	44.94859	";"
9893	-93.083899	45.035651	";"
9903	-93.083307	44.953465	";"
9909	-93.082548	44.949114	";"
9919	-93.08251	44.93835	";"
9923	-93.08239	44.9527	";"
9924	-93.08234	44.95308	";"
9938	-93.08209	44.95406	";"
9941	-93.08177	44.96001	";"
9944	-93.08146	44.95374	";"
9947	-93.08138	45.00975	";"
9949	-93.081274	44.950695	";"
9950	-93.080832	44.934163	";"
9952	-93.08079	44.93155	";"
9953	-93.080731	44.954725	";"
9955	-93.08067	44.91961	";"
9957	-93.080592	44.880693	";"
9959	-93.08063	44.91238	";"
9960	-93.08062	44.91603	";"
9961	-93.08058	44.89092	";"
9966	-93.08059	44.90147	";"
9970	-93.08059	44.90697	";"
9974	-93.08057	44.898	";"
9976	-93.08062	44.95345	";"
9979	-93.08052	44.88357	";"
9980	-93.08011	45.00977	";"
9983	-93.0793	44.95394	";"
9985	-93.079112	44.939119	";"
9991	-93.078986	44.953709	";"
9994	-93.07876	44.95465	";"
9995	-93.07833	44.9559	";"
9997	-93.07709	44.94284	";"
9999	-93.07653	45.02684	";"
10000	-93.07644	45.02079	";"
10006	-93.07641	45.01565	";"
10008	-93.07639	45.01176	";"
10009	-93.07636	45.00884	";"
10011	-93.07636	45.01021	";"
10013	-93.07635	45.00635	";"
10018	-93.07632	45.00273	";"
10019	-93.07628	44.99909	";"
10020	-93.07623	44.9957	";"
10026	-93.076125	44.929306	";"
10028	-93.07613	44.93952	";"
10029	-93.07619	44.99192	";"
10032	-93.07616	44.98464	";"
10033	-93.07616	44.9858	";"
10035	-93.07616	44.98631	";"
10036	-93.07609	44.96299	";"
10039	-93.07593	44.95704	";"
10040	-93.07538	44.86914	";"
10041	-93.07539	44.89211	";"
10042	-93.07481	44.93871	";"
10043	-93.07481	44.93989	";"
10047	-93.07467	44.95473	";"
10048	-93.07431	44.95504	";"
10050	-93.07366	44.99193	";"
10054	-93.07361	44.96298	";"
10065	-93.07353	44.96605	";"
10066	-93.07352	44.97025	";"
10069	-93.07352	44.97385	";"
10071	-93.0735	44.97744	";"
10074	-93.07333	44.93664	";"
10076	-93.07292	44.93593	";"
10077	-93.072369	45.009544	";"
10078	-93.07219	44.95886	";"
10081	-93.071795	45.00971	";"
10082	-93.0718	44.95431	";"
10083	-93.07175	44.93291	";"
10084	-93.07153	44.89796	";"
10087	-93.07104	44.93004	";"
10088	-93.07082	44.95351	";"
10090	-93.070652	44.92755	";"
10091	-93.0704	44.90153	";"
10092	-93.07037	44.88352	";"
10093	-93.07037	44.89041	";"
10094	-93.06927	44.95166	";"
10095	-93.06892	44.92698	";"
10096	-93.068983	45.037412	";"
10098	-93.06863	44.99198	";"
10099	-93.06728	44.92373	";"
10102	-93.06657	44.90153	";"
10108	-93.06624	44.86709	";"
10111	-93.06605	44.96442	";"
10123	-93.06603	44.96589	";"
10124	-93.06602	44.9848	";"
10126	-93.06599	44.96306	";"
10127	-93.066	44.98115	";"
10130	-93.06598	44.97031	";"
10134	-93.06598	44.9739	";"
10135	-93.06597	44.97752	";"
10136	-93.06588	44.9619	";"
10151	-93.06543	44.9086	";"
10154	-93.065165	44.904464	";"
10159	-93.06522	44.95205	";"
10160	-93.06468	44.91958	";"
10164	-93.06461	44.90151	";"
10165	-93.06456	44.87157	";"
10171	-93.06436	44.88486	";"
10172	-93.06403	44.95179	";"
10174	-93.0635	44.96305	";"
10177	-93.06343	44.91593	";"
10184	-93.06268	44.88508	";"
10191	-93.061737	45.042342	";"
10192	-93.06185	44.95674	";"
10193	-93.06168	44.86576	";"
10196	-93.06085	44.97754	";"
10199	-93.06074	45.04609	";"
10200	-93.060448	45.011859	";"
10203	-93.06033	45.0502	";"
10206	-93.0597	44.91958	";"
10207	-93.05957	45.011673	";"
10208	-93.05856	45.12768	";"
10209	-93.05797	45.05387	";"
10210	-93.05765	44.90153	";"
10211	-93.05676	45.12394	";"
10212	-93.05642	44.88897	";"
10213	-93.05635	45.10457	";"
10214	-93.05618	45.0865	";"
10215	-93.05615	45.07919	";"
10216	-93.05621	45.16399	";"
10217	-93.05587	44.96303	";"
10218	-93.05603	45.14585	";"
10219	-93.05584	44.96703	";"
10220	-93.05579	44.95676	";"
10221	-93.05575	44.94869	";"
10222	-93.05577	44.97754	";"
10223	-93.0559	45.011662	";"
10224	-93.055121	45.011401	";"
10225	-93.05486	44.83346	";"
10234	-93.05482	44.91427	";"
10236	-93.05477	45.011654	";"
10240	-93.05445	45.01242	";"
10243	-93.05418	45.07921	";"
10244	-93.05352	45.01375	";"
10246	-93.05348	45.0143	";"
10247	-93.05278	45.0758	";"
10248	-93.05257	44.88898	";"
10249	-93.05254	44.90152	";"
10252	-93.05245	45.01655	";"
10253	-93.05223	44.97755	";"
10254	-93.051851	44.911102	";"
10257	-93.05137	45.02088	";"
10258	-93.050796	44.956766	";"
10259	-93.05077	44.96307	";"
10264	-93.05048	44.82713	";"
10265	-93.050106	45.16395	";"
10266	-93.04923	45.0792	";"
10267	-93.049	44.95203	";"
10268	-93.048725	44.833552	";"
10269	-93.04764	44.9524	";"
10271	-93.04728	44.9487	";"
10274	-93.0473	44.97749	";"
10277	-93.04672	45.02808	";"
10282	-93.04623	44.88891	";"
10283	-93.04597	44.90485	";"
10284	-93.04593	44.9568	";"
10285	-93.04572	45.00412	";"
10286	-93.04571	44.99563	";"
10288	-93.04572	45.00824	";"
10290	-93.045712	44.999262	";"
10292	-93.04569	44.99201	";"
10293	-93.045	44.96671	";"
10294	-93.04491	44.9745	";"
10295	-93.04456	45.07917	";"
10296	-93.04345	44.83399	";"
10297	-93.04244	44.88884	";"
10298	-93.04213	44.97754	";"
10301	-93.041717	44.95681	";"
10302	-93.04152	44.95681	";"
10303	-93.04124	44.9509	";"
10304	-93.04079	44.82785	";"
10305	-93.040833	44.948123	";"
10306	-93.040819	44.948757	";"
10307	-93.0406	44.94715	";"
10309	-93.04057	44.94968	";"
10311	-93.04059	44.992	";"
10322	-93.040548	44.948762	";"
10323	-93.04045	44.97754	";"
10324	-93.04032	44.947211	";"
10325	-93.03993	44.86728	";"
10326	-93.03992	44.87395	";"
10329	-93.03992	44.87482	";"
10331	-93.03992	44.87631	";"
10337	-93.039921	44.881402	";"
10340	-93.0399	44.86997	";"
10342	-93.03989	44.88884	";"
10343	-93.03966	44.81899	";"
10345	-93.03968	44.94876	";"
10350	-93.039313	44.945861	";"
10352	-93.03838	44.97754	";"
10363	-93.03803	45.00644	";"
10364	-93.03583	45.09014	";"
10366	-93.03575	45.07922	";"
10367	-93.03562	45.02815	";"
10368	-93.03552	44.9667	";"
10370	-93.03548	44.98473	";"
10371	-93.03551	45.08499	";"
10372	-93.03546	45.00644	";"
10373	-93.03542	44.9568	";"
10379	-93.034731	44.952379	";"
10382	-93.03431	44.89304	";"
10383	-93.03391	44.83359	";"
10384	-93.03393	44.97753	";"
10386	-93.03374	44.95203	";"
10387	-93.03375	44.99199	";"
10390	-93.0326	45.16394	";"
10391	-93.032389	44.94878	";"
10392	-93.032006	44.883422	";"
10398	-93.03116	44.87705	";"
10400	-93.03026	44.87484	";"
10401	-93.0297	44.87419	";"
10406	-93.02907	44.95156	";"
10407	-93.0291	45.22259	";"
10408	-93.02801	45.00642	";"
10412	-93.02768	44.95132	";"
10413	-93.02627	45.2475	";"
10418	-93.02596	45.25046	";"
10419	-93.02531	44.96309	";"
10420	-93.0253	44.9667	";"
10423	-93.0253	44.97753	";"
10426	-93.02529	44.96774	";"
10428	-93.02528	44.959899	";"
10429	-93.02528	44.97212	";"
10431	-93.02525	44.95409	";"
10432	-93.02525	44.95678	";"
10433	-93.02524	44.95263	";"
10438	-93.02523	44.95183	";"
10439	-93.02525	44.99916	";"
10441	-93.02524	44.985137	";"
10446	-93.025178	44.84797	";"
10447	-93.02522	44.94967	";"
10448	-93.02522	44.95066	";"
10450	-93.02523	44.99335	";"
10455	-93.0252	44.94872	";"
10456	-93.02518	44.94358	";"
10458	-93.0252	44.99191	";"
10459	-93.0252	45.0064	";"
10460	-93.0243	44.86625	";"
10461	-93.023943	44.929759	";"
10462	-93.02316	45.25048	";"
10463	-93.02286	44.92831	";"
10465	-93.02273	44.83345	";"
10469	-93.022611	44.928458	";"
10470	-93.02242	45.01069	";"
10471	-93.02233	44.95128	";"
10472	-93.02203	44.95143	";"
10478	-93.021831	45.028119	";"
10480	-93.021733	44.839698	";"
10489	-93.021533	45.085422	";"
10490	-93.02095	45.01253	";"
10493	-93.02084	44.94966	";"
10498	-93.02053	44.94227	";"
10500	-93.02023	44.96668	";"
10503	-93.02022	44.95677	";"
10511	-93.02022	44.96775	";"
10512	-93.02005	44.95141	";"
10516	-93.01996	44.95155	";"
10519	-93.01988	45.01557	";"
10520	-93.01985	45.07334	";"
10525	-93.01974	45.25089	";"
10526	-93.01906	45.02082	";"
10527	-93.01819	45.02451	";"
10528	-93.01812	45.03155	";"
10529	-93.01805	45.02814	";"
10530	-93.01785	45.03795	";"
10531	-93.0178	45.03668	";"
10532	-93.01694	44.992	";"
10533	-93.01637	44.9689	";"
10534	-93.01551	45.06472	";"
10535	-93.01549	45.07924	";"
10536	-93.01547	45.05747	";"
10537	-93.01546	45.06111	";"
10538	-93.01544	45.04303	";"
10539	-93.01542	45.0854	";"
10540	-93.01541	45.05026	";"
10541	-93.0152	44.96306	";"
10542	-93.01516	44.95676	";"
10543	-93.01515	44.95406	";"
10544	-93.01514	44.95219	";"
10545	-93.01514	44.95256	";"
10546	-93.01513	44.95079	";"
10547	-93.0151	44.94866	";"
10548	-93.01501	44.94105	";"
10549	-93.014906	44.914819	";"
10551	-93.0117	45.06949	";"
10554	-93.010676	44.956746	";"
10558	-93.01055	44.948644	";"
10572	-93.010441	44.941053	";"
10574	-93.010398	44.901786	";"
10587	-93.010193	44.902041	";"
10595	-93.00988	44.93302	";"
10611	-93.00958	45.0854	";"
10615	-93.00908	44.95089	";"
10617	-93.00855	44.895487	";"
10620	-93.008464	44.895793	";"
10624	-93.00836	44.95065	";"
10625	-93.007026	44.891595	";"
10627	-93.00656	44.95077	";"
10630	-93.00514	45.04588	";"
10631	-93.00514	45.05023	";"
10632	-93.0051	44.96853	";"
10634	-93.00505	44.95671	";"
10638	-93.00504	44.94856	";"
10639	-93.00503	44.94961	";"
10642	-93.00503	44.95585	";"
10644	-93.00502	44.95072	";"
10650	-93.00502	44.95354	";"
10651	-93.00497	45.00508	";"
10653	-93.00492	44.94105	";"
10665	-93.00491	44.93938	";"
10668	-93.004885	44.887844	";"
10669	-93.00483	44.93299	";"
10675	-93.00482	44.923103	";"
10679	-93.00463	44.96303	";"
10684	-93.00462	44.91225	";"
10687	-93.004529	44.885903	";"
10690	-93.00435	44.9501	";"
10691	-93.004159	44.88544	";"
10701	-93.003869	44.882687	";"
10702	-93.003171	44.876208	";"
10703	-93.003162	44.88095	";"
10705	-93.003038	44.879359	";"
10712	-93.0025	45.00647	";"
10715	-93.002134	44.87316	";"
10716	-93.00176	44.875479	";"
10720	-93.001305	44.874988	";"
10722	-93.000504	44.949854	";"
10733	-93.000589	44.871524	";"
10740	-93.0003	45.25295	";"
10743	-93.00014	44.96817	";"
10749	-93.00012	44.96965	";"
10757	-93.00004	44.97758	";"
10760	-93.00003	45.0502	";"
10763	-92.999936	44.871641	";"
10764	-92.996503	44.949415	";"
10766	-92.998998	44.867059	";"
10768	-92.998751	44.867358	";"
10785	-92.998	44.84786	";"
10786	-92.99793	44.84225	";"
10787	-92.99785	44.83663	";"
10791	-92.99633	44.94913	";"
10810	-92.995297	45.010524	";"
10838	-92.99525	44.95602	";"
10850	-92.99498	45.06469	";"
10856	-92.99497	45.061056	";"
10864	-92.99496	45.05744	";"
10870	-92.99496	45.04712	";"
10883	-92.99495	45.0502	";"
10884	-92.99494	45.05445	";"
10893	-92.99488	44.94123	";"
10909	-92.994526	44.977634	";"
10912	-92.99451	44.91237	";"
10919	-92.99441	44.93216	";"
10922	-92.99441	44.94923	";"
10932	-92.99391	44.85494	";"
10938	-92.99368	44.85497	";"
10939	-92.99226	45.01547	";"
10943	-92.99226	45.01222	";"
10949	-92.99218	44.94901	";"
10950	-92.99071	44.94837	";"
10955	-92.9901	45.0647	";"
11406	-92.98973	44.85087	";"
11415	-92.988219	45.014517	";"
11420	-92.98785	44.94851	";"
11421	-92.98602	44.94978	";"
11423	-92.9857	44.84829	";"
11424	-92.98552	44.84848	";"
11433	-92.98489	44.97049	";"
11435	-92.98479	45.06473	";"
11436	-92.98481	44.95279	";"
11437	-92.98479	45.01906	";"
11438	-92.98478	45.01977	";"
11447	-92.98476	45.06108	";"
11448	-92.98477	45.01645	";"
11449	-92.98477	45.01217	";"
11450	-92.98478	44.96324	";"
11451	-92.98477	44.97562	";"
11452	-92.98475	45.0212	";"
11455	-92.98474	45.05747	";"
11456	-92.98474	45.04376	";"
11458	-92.98474	45.00672	";"
11480	-92.98473	44.99733	";"
11484	-92.984727	44.981911	";"
11485	-92.98472	44.99952	";"
11486	-92.98472	44.97775	";"
11487	-92.9847	45.05025	";"
11488	-92.98471	44.98759	";"
11489	-92.98469	45.03653	";"
11490	-92.98469	45.03508	";"
17502	-92.98469	45.03321	";"
17545	-92.98469	44.95583	";"
17568	-92.98468	44.99227	";"
17573	-92.98452	44.94143	";"
17580	-92.9844	44.91251	";"
17582	-92.98397	45.02767	";"
17607	-92.98256	44.94854	";"
17620	-92.98177	44.94834	";"
17646	-92.97779	45.05024	";"
17649	-92.97468	44.9632	";"
17654	-92.96969	44.94852	";"
17656	-92.96896	44.83618	";"
17671	-92.96837	44.83605	";"
17681	-92.9679	44.925782	";"
17682	-92.96708	44.83159	";"
17685	-92.96692	44.94873	";"
17686	-92.96611	44.92522	";"
17766	-92.965768	44.928356	";"
17779	-92.96534	44.83251	";"
17786	-92.96459	44.98564	";"
17795	-92.96458	44.97043	";"
17816	-92.96451	44.99207	";"
17834	-92.9645	44.99774	";"
17842	-92.96431	44.96327	";"
17856	-92.96422	45.05434	";"
17874	-92.96352	44.94846	";"
17894	-92.96346	44.83328	";"
17911	-92.963129	44.948898	";"
17920	-92.96077	45.0564	";"
17989	-92.96054	44.99776	";"
18016	-92.96035	44.9366	";"
18045	-92.959874	44.948461	";"
18054	-92.959696	44.948874	";"
18069	-92.959208	44.94196	";"
18073	-92.95898	44.94432	";"
18104	-92.958703	44.948243	";"
18124	-92.958662	44.949224	";"
18132	-92.958065	44.948879	";"
18155	-92.95795	44.99777	";"
18159	-92.957911	44.948489	";"
18185	-92.95703	45.06784	";"
18190	-92.95517	44.99007	";"
18226	-92.95447	44.948895	";"
18322	-92.95428	44.92368	";"
18357	-92.95321	44.9484	";"
18358	-92.950797	44.99779	";"
18373	-92.947953	44.948675	";"
18401	-92.94418	44.99781	";"
18405	-92.94409	44.99134	";"
18445	-92.94158	44.94827	";"
18454	-92.93759	44.9486	";"
18558	-92.93543	44.94874	";"
18586	-92.93437	44.94711	";"
18594	-92.93411	44.95066	";"
18617	-92.9339	44.99228	";"
18621	-92.93392	44.95257	";"
18628	-92.92584	44.99311	";"
18629	-92.92586	44.9489	";"
18632	-92.92407	44.84026	";"
18634	-92.92369	44.99706	";"
18636	-92.90945	44.94873	";"
18647	-92.89549	44.94876	";"
18649	-92.88318	45.00066	";"
18652	-92.88024	45.00217	";"
18655	-92.86956	44.9488	";"
18656	-92.86461	45.00989	";"
18658	-92.86243	44.9497	";"
18659	-92.86241	44.94761	";"
18661	-92.85822	45.02159	";"
18662	-92.84731	45.03515	";"
18663	-92.84546	45.03702	";"
18666	-92.83955	45.04318	";"
18667	-92.83467	45.04842	";"
18669	-92.82577	45.05305	";"
18670	-92.82215	45.03608	";"
18672	-92.821085	45.040994	";"
18673	-92.82033	45.05305	";"
18675	-92.80848	45.05522	";"
18678	-92.80754	45.03597	";"
18681	-92.8063	45.04998	";"
18683	-93.226056	44.978619	";"
18684	-93.054043	45.013006	";"
18687	-93.399293	44.859267	";"
18690	-93.400552	44.858882	";"
18693	-93.396716	44.864961	";"
18695	-93.388626	44.859442	";"
18696	-93.089901	45.018825	";"
18699	-93.089727	45.005374	";"
18703	-93.089482	45.005369	";"
18705	-93.089715	45.004489	";"
18707	-93.089467	45.004489	";"
18708	-93.088826	44.983561	";"
18711	-93.088788	44.983175	";"
18713	-93.089013	44.983564	";"
18715	-93.088998	44.983172	";"
18718	-93.090927	44.964665	";"
18720	-93.090727	44.964689	";"
18721	-93.090867	44.953836	";"
18722	-93.09101	44.956417	";"
18724	-93.48056	45.13008	";"
18725	-93.431742	45.094312	";"
18728	-93.43121	45.088225	";"
18730	-93.431347	45.084982	";"
18732	-93.43133	45.0909	";"
18733	-93.431645	45.091214	";"
18734	-93.431515	45.088394	";"
18735	-93.431205	45.088392	";"
18737	-93.4763	45.12345	";"
18738	-93.730532	45.329557	";"
18740	-93.476204	45.000989	";"
18741	-93.456739	45.050169	";"
18742	-93.45118	44.790993	";"
18743	-93.451413	45.014691	";"
18745	-93.451427	45.019485	";"
18746	-93.436392	45.090821	";"
18747	-93.429554	45.119978	";"
18748	-93.418508	44.933115	";"
18751	-93.414792	44.781457	";"
18753	-93.414188	44.906229	";"
18754	-93.413973	44.924363	";"
18756	-93.407864	45.036675	";"
18759	-93.405713	45.080003	";"
18761	-93.40408	44.898942	";"
18762	-93.403774	44.90599	";"
18764	-93.404597	45.03071	";"
18766	-93.366779	45.204799	";"
18769	-93.360835	45.075843	";"
18770	-93.35836	44.833163	";"
18771	-93.355547	44.855995	";"
18772	-93.350458	44.801122	";"
18775	-93.350064	45.191073	";"
18776	-93.344183	45.027742	";"
18779	-93.33923	45.030222	";"
18781	-93.331526	44.868231	";"
18782	-93.329548	45.040162	";"
18784	-93.324016	44.878487	";"
18786	-93.321855	44.882384	";"
18788	-93.301791	44.858758	";"
18790	-93.290784	44.934074	";"
18792	-93.284443	44.919607	";"
18794	-93.280858	44.966398	";"
18796	-93.27793	44.946632	";"
18799	-93.277809	44.962728	";"
18801	-93.273077	44.975869	";"
18805	-93.270366	45.022253	";"
18806	-93.26897	44.953729	";"
18809	-93.264318	45.126877	";"
18824	-93.262741	44.899758	";"
18825	-93.257928	45.016786	";"
18826	-93.255776	45.162811	";"
18827	-93.246315	44.897954	";"
18828	-93.217889	44.812111	";"
18829	-93.197425	44.721111	";"
18830	-93.198733	45.12032	";"
18831	-93.185573	44.984517	";"
18832	-93.170252	45.010726	";"
18833	-93.168966	45.013721	";"
18837	-93.126636	45.0467	";"
18839	-93.11705	44.852225	";"
18840	-93.055272	45.123133	";"
18841	-93.024399	44.840794	";"
18844	-93.009652	44.977514	";"
18847	-93.181827	44.984473	";"
18848	-92.965699	44.832267	";"
18853	-92.955939	44.923263	";"
