"N"	"lon"	"lat"	"X"
29503	-93.449642	45.413739	";"
29504	-93.449741	45.428094	";"
29505	-93.327016	45.413637	";"
29506	-93.326925	45.42086	";"
29507	-93.420182	45.402944	";"
29508	-93.449832	45.406621	";"
29509	-93.42952	45.371141	";"
29510	-93.414531	45.371743	";"
29511	-93.405834	45.381669	";"
29512	-93.403992	45.384826	";"
29513	-93.441285	45.371188	";"
29514	-93.446374	45.371244	";"
29515	-93.449699	45.369579	";"
29516	-93.408867	45.379136	";"
29517	-93.412357	45.399499	";"
29518	-93.414941	45.402253	";"
29519	-93.400917	45.399276	";"
29520	-93.411823	45.398895	";"
29521	-93.396047	45.399248	";"
29522	-93.429146	45.442494	";"
29523	-93.408725	45.442429	";"
29524	-93.43427	45.442548	";"
29525	-93.36259	45.38697	";"
29526	-93.36836	45.38195	";"
29527	-93.367646	45.387993	";"
29528	-93.36416	45.381111	";"
29529	-93.374516	45.365041	";"
29530	-93.371444	45.367377	";"
29531	-93.376459	45.358344	";"
29532	-93.376237	45.363655	";"
29533	-93.373893	45.354037	";"
29534	-93.37576	45.357041	";"
29535	-93.384005	45.379481	";"
29536	-93.36493	45.380326	";"
29537	-93.370157	45.368535	";"
29538	-93.36806	45.37623	";"
29539	-93.366583	45.378565	";"
29540	-93.367084	45.378032	";"
29541	-93.3679	45.39916	";"
29542	-93.371523	45.39917	";"
29543	-93.380613	45.399191	";"
29544	-93.374175	45.388826	";"
29545	-93.370751	45.388031	";"
29546	-93.383356	45.396003	";"
29547	-93.380265	45.393144	";"
29548	-93.378446	45.391811	";"
29549	-93.383176	45.399192	";"
29550	-93.377044	45.390779	";"
29551	-93.375043	45.389307	";"
29552	-93.37013	45.399166	";"
29553	-93.341665	45.370502	";"
29554	-93.32701	45.411392	";"
29555	-93.327028	45.447891	";"
29556	-93.359958	45.442524	";"
29557	-93.3473	45.44246	";"
29558	-93.377738	45.442543	";"
29559	-93.345242	45.442454	";"
29560	-93.337137	45.442461	";"
29561	-93.327102	45.43184	";"
29562	-93.326954	45.442472	";"
29563	-93.331771	45.431529	";"
29564	-93.331401	45.422566	";"
29565	-93.331967	45.428068	";"
29566	-93.329555	45.442498	";"
29567	-93.326979	45.444298	";"
29568	-93.368533	45.522929	";"
29569	-93.388944	45.499912	";"
29570	-93.378692	45.50002	";"
29571	-93.440517	45.500757	";"
29572	-93.419925	45.500428	";"
29573	-93.409549	45.500106	";"
29574	-93.399249	45.499998	";"
29575	-93.349282	45.500333	";"
29576	-93.373515	45.500059	";"
29577	-93.347785	45.500403	";"
29578	-93.337431	45.500478	";"
29579	-93.459101	45.66296	";"
29580	-93.436731	45.662855	";"
29581	-93.470944	45.650905	";"
29582	-93.461365	45.645042	";"
29583	-93.471692	45.630637	";"
29584	-93.471892	45.627586	";"
29585	-93.461292	45.66138	";"
29586	-93.471732	45.659546	";"
29587	-93.463943	45.659526	";"
29588	-93.409596	45.695016	";"
29589	-93.409594	45.658982	";"
29590	-93.388863	45.658846	";"
29591	-93.379932	45.6587	";"
29592	-93.427433	45.659218	";"
29593	-93.392806	45.658045	";"
29594	-93.430398	45.660348	";"
29595	-93.415521	45.731593	";"
29596	-93.358132	45.66603	";"
29597	-93.347777	45.673314	";"
29598	-93.378677	45.665983	";"
29599	-93.300646	44.544003	";"
29600	-93.29829	44.5695	";"
29601	-93.29861	44.56941	";"
29602	-93.21779	44.58749	";"
29603	-93.20754	44.543842	";"
29604	-93.13669	44.54364	";"
29605	-93.136758	44.588546	";"
29606	-93.05779	44.54351	";"
29607	-93.01955	44.58686	";"
29608	-92.871601	44.283563	";"
29609	-92.790788	44.297855	";"
29610	-92.82688	44.673235	";"
29611	-92.79002	44.67313	";"
29612	-92.77843	44.96059	";"
29613	-92.85602	44.94881	";"
29614	-92.99615	44.54341	";"
29615	-92.994793	44.589702	";"
29616	-92.9831	44.58667	";"
29617	-92.9419	44.54251	";"
29618	-92.80537	45.03595	";"
29619	-92.79884	45.03605	";"
29620	-92.80346	45.05311	";"
29621	-92.79692	45.04605	";"
29622	-92.803012	44.749594	";"
29623	-92.790263	44.743693	";"
29624	-92.8027	44.81366	";"
29625	-92.79762	44.84783	";"
29626	-92.89125	44.54335	";"
29627	-92.862643	44.592482	";"
29628	-92.85612	44.94849	";"
29629	-92.796821	44.95457	";"
29630	-92.85564	44.60112	";"
29631	-92.79259	44.6006	";"
29632	-92.84747	44.71787	";"
29633	-92.847778	44.510134	";"
29634	-92.701705	44.503606	";"
29635	-92.843983	44.399506	";"
29636	-92.73178	44.398439	";"
29637	-92.832169	44.847787	";"
29638	-92.82245	44.96339	";"
29639	-92.79672	44.963349	";"
29640	-92.80706	45.01592	";"
29642	-92.79747	45.0178	";"
29643	-92.801694	45.056921	";"
29644	-92.792109	45.064515	";"
29645	-92.802387	44.758042	";"
29646	-92.791984	44.76108	";"
29647	-92.80038	44.89915	";"
29648	-92.78324	44.90285	";"
29649	-92.797297	45.036912	";"
29650	-92.8001	45.03594	";"
29651	-92.799523	44.365595	";"
29652	-92.790736	44.326687	";"
29653	-92.711455	44.324422	";"
29654	-92.78333	44.89477	";"
29655	-92.796254	45.037436	";"
29656	-92.584904	44.567845	";"
29657	-92.566398	44.564139	";"
29658	-92.534207	44.566689	";"
29659	-92.477294	44.555487	";"
29660	-92.53311	44.565974	";"
29661	-92.52201	44.533841	";"
29662	-92.319923	44.567335	";"
29663	-92.313759	44.563445	";"
29664	-92.30243	44.562728	";"
29665	-92.772422	44.710831	";"
29666	-92.812591	44.727985	";"
29667	-93.156921	44.55096	";"
29668	-93.157172	44.56543	";"
29669	-92.800657	44.445728	";"
29670	-92.790635	44.451178	";"
29671	-92.535569	44.564098	";"
29672	-92.536458	44.565012	";"
29673	-92.536719	44.564903	";"
29674	-92.536057	44.563925	";"
29675	-93.28372	44.562019	";"
29676	-93.284586	44.565252	";"
29677	-92.798633	45.038304	";"
29678	-92.799515	45.039213	";"
29679	-92.80322	44.99246	";"
29680	-92.796059	44.994393	";"
29681	-92.800301	44.929137	";"
29682	-92.797893	44.933333	";"
29683	-92.659612	44.533882	";"
29684	-92.637164	44.568914	";"
29685	-92.797613	45.037266	";"
29686	-93.299611	44.320539	";"
29687	-93.291817	44.311137	";"
29688	-93.290001	44.294545	";"
29689	-93.101325	44.28174	";"
29690	-92.985362	44.27201	";"
29691	-93.161869	44.283502	";"
29692	-93.161588	44.326951	";"
29693	-93.080783	44.356285	";"
29694	-93.060635	44.341908	";"
29695	-93.080292	44.406722	";"
29696	-93.060181	44.406802	";"
29697	-93.079938	44.471914	";"
29698	-93.009703	44.471391	";"
29699	-92.980541	44.278414	";"
29700	-92.97966	44.312773	";"
29701	-93.039323	44.528568	";"
29702	-93.071508	44.529608	";"
29703	-93.271631	44.301599	";"
29704	-93.271645	44.302661	";"
29705	-93.244871	44.301695	";"
29706	-93.24257	44.303305	";"
29707	-93.217237	44.286964	";"
29708	-93.254924	44.196476	";"
29709	-93.266854	44.29479	";"
29710	-93.257611	44.291471	";"
29711	-93.271491	44.294734	";"
29712	-93.271575	44.298106	";"
29713	-93.271594	44.29924	";"
29714	-93.271535	44.29585	";"
29715	-93.271553	44.296985	";"
29716	-93.271612	44.300365	";"
29717	-93.254149	44.295094	";"
29718	-93.2471	44.300137	";"
29719	-93.255878	44.293838	";"
29720	-93.254616	44.294755	";"
29721	-93.257547	44.292592	";"
29722	-93.256078	44.293689	";"
29723	-93.162025	44.225607	";"
29724	-93.162027	44.240112	";"
29725	-93.162273	44.196524	";"
29726	-93.162149	44.20745	";"
29727	-93.162066	44.218273	";"
29728	-93.25771	44.359569	";"
29729	-93.191372	44.363085	";"
29730	-93.200943	44.494392	";"
29731	-93.180855	44.47137	";"
29732	-93.213906	44.40692	";"
29733	-93.169795	44.449764	";"
29734	-93.20093	44.5438	";"
29735	-93.156945	44.54371	";"
29736	-93.160405	44.427125	";"
29737	-93.160112	44.449444	";"
29738	-93.204274	44.335213	";"
29739	-93.290322	44.471859	";"
29740	-93.178663	44.455984	";"
29741	-93.27274	44.312427	";"
29742	-93.257123	44.348184	";"
29743	-93.272511	44.309938	";"
29744	-93.271701	44.306145	";"
29745	-93.27172	44.307221	";"
29746	-93.271658	44.303737	";"
29747	-93.271677	44.304808	";"
29748	-93.301781	44.428543	";"
29749	-93.294425	44.428584	";"
29750	-93.204526	44.334973	";"
29751	-93.240064	44.305064	";"
29752	-93.219355	44.322692	";"
29753	-93.208686	44.33169	";"
29754	-93.212136	44.328458	";"
29755	-93.215457	44.325382	";"
29756	-93.216337	44.324598	";"
29757	-93.217231	44.323847	";"
29758	-93.210446	44.330084	";"
29759	-93.211226	44.329374	";"
29760	-93.261757	44.543949	";"
29761	-93.250079	44.543897	";"
29762	-93.290755	44.494838	";"
29763	-93.289422	44.499215	";"
29764	-93.29102	44.486411	";"
29765	-93.290975	44.49011	";"
29766	-93.290918	44.491356	";"
29767	-93.290845	44.493028	";"
29768	-93.283587	44.534859	";"
29769	-93.284802	44.526339	";"
29770	-93.286194	44.543959	";"
29771	-93.315008	44.543626	";"
29772	-93.304243	44.544005	";"
29773	-93.302043	44.543998	";"
29774	-93.300839	44.544005	";"
29775	-93.286111	44.51217	";"
29776	-93.284603	44.515671	";"
29777	-93.288403	44.50383	";"
29778	-93.287673	44.508079	";"
29779	-93.284266	44.522478	";"
29780	-93.284564	44.524989	";"
29781	-93.278475	44.543952	";"
29782	-93.273568	44.543953	";"
29783	-93.283312	44.543955	";"
29784	-93.283322	44.550769	";"
29785	-93.283266	44.558443	";"
29786	-93.241363	44.543858	";"
29787	-93.222793	44.543884	";"
29788	-93.248183	44.543888	";"
29789	-93.211053	44.543812	";"
29790	-93.181066	44.37755	";"
29791	-93.121045	44.363074	";"
29792	-93.14589	44.48213	";"
29793	-93.14547	44.51859	";"
29794	-93.101655	44.508326	";"
29795	-93.158921	44.458469	";"
29796	-93.161681	44.458407	";"
29797	-93.156228	44.471251	";"
29798	-93.15952	44.457374	";"
29799	-93.166948	44.455085	";"
29800	-93.164386	44.455067	";"
29801	-93.160135	44.4506	";"
29802	-93.162464	44.457316	";"
29803	-93.161723	44.455097	";"
29804	-93.160124	44.453974	";"
29805	-93.160121	44.452869	";"
29806	-93.160128	44.45172	";"
29807	-93.160147	44.455101	";"
29808	-93.160144	44.456242	";"
29809	-93.156937	44.545563	";"
29810	-92.960183	44.241741	";"
29811	-92.924196	44.196918	";"
29812	-92.985322	44.273863	";"
29813	-92.924711	44.521627	";"
29814	-92.9192	44.53302	";"
29815	-93.006462	44.432378	";"
29816	-92.979448	44.485933	";"
29817	-92.91839	44.506935	";"
29818	-92.969553	44.406726	";"
29819	-92.870892	44.399143	";"
29820	-92.939231	44.521709	";"
29821	-92.820634	44.43125	";"
29822	-92.805783	44.442148	";"
29823	-92.907572	44.486318	";"
29824	-92.873368	44.420272	";"
29825	-92.979742	44.406799	";"
29826	-92.979714	44.327767	";"
29827	-93.013035	44.515952	";"
29828	-93.009742	44.486109	";"
29829	-92.993712	44.525862	";"
29830	-93.00917	44.526314	";"
29831	-93.027617	44.526046	";"
29832	-93.029853	44.526074	";"
29833	-93.039278	44.527379	";"
29834	-93.009775	44.526268	";"
29835	-93.012093	44.525894	";"
29836	-93.019728	44.525992	";"
29837	-93.021528	44.525985	";"
29838	-93.023308	44.525988	";"
29839	-93.02475	44.526001	";"
29840	-93.01583	44.525911	";"
29841	-93.016444	44.525914	";"
29842	-93.017559	44.525935	";"
29843	-93.019041	44.525951	";"
29844	-93.017049	44.525918	";"
29845	-92.959467	44.521771	";"
29846	-92.964463	44.52182	";"
29847	-92.980279	44.524822	";"
29848	-92.97914	44.523086	";"
29849	-92.982321	44.525619	";"
29850	-92.989547	44.525543	";"
29851	-92.990578	44.525364	";"
29852	-92.992287	44.525324	";"
29853	-92.96962	44.521881	";"
29854	-92.973519	44.521915	";"
29855	-92.977096	44.522003	";"
29856	-92.977974	44.522228	";"
29857	-92.967148	44.521847	";"
29858	-92.943726	44.521667	";"
29859	-92.950437	44.521696	";"
29860	-92.957939	44.521729	";"
29861	-93.02326	44.83062	";"
29862	-92.976095	44.802496	";"
29863	-92.90363	44.83348	";"
29864	-92.9036	44.81897	";"
29865	-92.96035	44.82958	";"
29866	-92.94057	44.81868	";"
29867	-92.93966	44.81843	";"
29868	-92.96001	44.82969	";"
29869	-93.12552	44.827347	";"
29870	-93.124571	44.8256	";"
29872	-93.159597	44.828018	";"
29873	-93.095497	44.822638	";"
29874	-93.095681	44.829605	";"
29875	-93.055563	44.594177	";"
29876	-93.070822	44.594265	";"
29877	-93.075331	44.702829	";"
29878	-93.055056	44.70282	";"
29879	-93.063427	44.970322	";"
29880	-93.0609	44.970325	";"
29881	-93.063523	44.960349	";"
29882	-93.060948	44.960348	";"
29883	-93.060811	44.952238	";"
29884	-93.062202	44.95222	";"
29885	-93.060908	45.087593	";"
29886	-92.932771	44.826162	";"
29887	-92.934736	44.826796	";"
29888	-93.06655	44.717217	";"
29889	-93.03753	44.71005	";"
29890	-92.925842	44.824082	";"
29891	-92.92404	44.83361	";"
29892	-93.085886	44.630406	";"
29893	-93.0021	44.61046	";"
29894	-93.080609	44.65936	";"
29895	-93.034932	44.659329	";"
29896	-93.2888	44.69836	";"
29897	-93.29008	44.69477	";"
29898	-93.28732	44.6996	";"
29899	-93.29012	44.69421	";"
29900	-93.28756	44.69712	";"
29901	-93.285913	44.695485	";"
29902	-93.18893	44.80449	";"
29903	-93.17684	44.81178	";"
29904	-93.176666	44.677452	";"
29905	-93.176549	44.703049	";"
29906	-93.21773	44.70718	";"
29907	-93.21749	44.6432	";"
29908	-93.177299	44.641369	";"
29909	-93.192385	44.804624	";"
29910	-93.19379	44.80056	";"
29911	-93.136479	44.686045	";"
29912	-93.136531	44.702953	";"
29913	-93.231919	44.695381	";"
29914	-93.235205	44.695593	";"
29915	-93.21801	44.60886	";"
29916	-93.187416	44.608936	";"
29917	-93.197145	44.695258	";"
29918	-93.197156	44.696205	";"
29919	-93.192693	44.702995	";"
29920	-93.187674	44.703021	";"
29921	-93.283936	44.695854	";"
29922	-93.283575	44.695486	";"
29923	-93.28213	44.695763	";"
29924	-93.282907	44.695497	";"
29925	-93.116143	44.691792	";"
29926	-93.116174	44.702961	";"
29927	-93.2378	44.695732	";"
29928	-93.23772	44.6904	";"
29929	-93.196625	44.666066	";"
29930	-93.17658	44.66692	";"
29931	-93.25817	44.695792	";"
29932	-93.25777	44.68134	";"
29933	-93.29859	44.63071	";"
29934	-93.29834	44.57726	";"
29935	-93.29804	44.57701	";"
29936	-93.29825	44.63071	";"
29937	-93.26416	44.60177	";"
29938	-93.255	44.63792	";"
29939	-93.25127	44.68121	";"
29940	-93.21762	44.63806	";"
29941	-93.2584	44.587234	";"
29942	-93.238302	44.587155	";"
29943	-93.260853	44.645177	";"
29944	-93.254461	44.645165	";"
29945	-93.258206	44.671876	";"
29946	-93.25757	44.674894	";"
29947	-93.29312	44.623533	";"
29948	-93.293275	44.630703	";"
29949	-93.26827	44.638047	";"
29950	-93.260222	44.65591	";"
29951	-93.253096	44.656217	";"
29952	-93.260103	44.659944	";"
29953	-93.258737	44.669658	";"
29954	-93.25262	44.66675	";"
29955	-93.257615	44.678681	";"
29956	-93.257751	44.681242	";"
29957	-93.29697	44.5732	";"
29958	-93.28492	44.56928	";"
29959	-93.293704	44.594568	";"
29960	-93.293419	44.599322	";"
29961	-93.28964	44.587358	";"
29962	-93.292716	44.592148	";"
29963	-93.270602	44.587299	";"
29964	-93.293114	44.610597	";"
29965	-93.293108	44.614339	";"
29966	-93.308575	44.623499	";"
29967	-93.304975	44.623497	";"
29968	-93.31635	44.621567	";"
29969	-93.293143	44.60545	";"
29970	-93.303177	44.62353	";"
29971	-93.293052	44.620015	";"
29972	-93.28167	44.56928	";"
29973	-93.28461	44.576545	";"
29974	-93.287214	44.583555	";"
29975	-93.284668	44.573775	";"
29976	-93.29306	44.68414	";"
29977	-93.29529	44.64881	";"
29978	-93.29355	44.67738	";"
29979	-93.292442	44.681241	";"
29980	-93.290423	44.681257	";"
29981	-93.26835	44.6704	";"
29982	-93.29382	44.64517	";"
29983	-93.28924	44.64481	";"
29984	-93.293894	44.677141	";"
29985	-93.29545	44.64985	";"
29986	-93.291331	44.679377	";"
29987	-93.29337	44.68455	";"
29988	-93.293578	44.652683	";"
29989	-93.290283	44.652916	";"
29990	-93.259117	44.66072	";"
29991	-93.259413	44.663833	";"
29992	-93.300231	44.645166	";"
29993	-93.29464	44.64517	";"
29994	-93.29648	44.64211	";"
29995	-93.29751	44.64519	";"
29996	-93.29672	44.64264	";"
29997	-93.309691	44.652382	";"
29998	-93.302215	44.652343	";"
29999	-93.310833	44.652388	";"
30000	-93.299162	44.652336	";"
30001	-93.294381	44.652637	";"
30002	-93.294436	44.681236	";"
30003	-93.30556	44.68133	";"
30004	-93.293277	44.681106	";"
30005	-93.275634	44.653961	";"
30006	-93.273949	44.654079	";"
30007	-93.275125	44.645196	";"
30008	-93.270559	44.645187	";"
30009	-93.268181	44.645191	";"
30010	-93.268182	44.648804	";"
30011	-93.288917	44.644653	";"
30012	-93.285875	44.645191	";"
30013	-93.276476	44.645192	";"
30014	-93.287101	44.645905	";"
30015	-93.288525	44.645101	";"
30016	-93.284196	44.653351	";"
30017	-93.279631	44.653675	";"
30018	-93.286795	44.653166	";"
30019	-93.277303	44.653843	";"
30020	-93.266675	44.645195	";"
30021	-93.265157	44.645194	";"
30022	-93.268269	44.63907	";"
30023	-93.268273	44.639938	";"
30024	-93.268179	44.642866	";"
30025	-93.262181	44.645179	";"
30026	-93.263689	44.645183	";"
30027	-93.268128	44.653633	";"
30028	-93.268173	44.649792	";"
30029	-93.268172	44.651066	";"
30030	-93.268165	44.651947	";"
30031	-93.260826	44.658287	";"
30032	-93.2885	44.68126	";"
30033	-93.278	44.67782	";"
30034	-93.27803	44.68135	";"
30035	-93.265494	44.681335	";"
30036	-93.281157	44.688748	";"
30037	-93.284896	44.693984	";"
30038	-93.283244	44.6952	";"
30039	-93.284711	44.694051	";"
30040	-93.260308	44.666692	";"
30042	-93.22748	44.65606	";"
30043	-93.21756	44.65965	";"
30044	-93.25279	44.65615	";"
30045	-93.24275	44.65597	";"
30046	-93.24238	44.67264	";"
30047	-93.223156	44.693667	";"
30048	-93.227639	44.644432	";"
30049	-93.21738	44.67258	";"
30050	-93.224159	44.694703	";"
30051	-93.228767	44.694939	";"
30052	-93.217461	44.656045	";"
30053	-93.22773	44.63805	";"
30054	-93.25297	44.64515	";"
30055	-93.24279	44.64969	";"
30056	-93.24284	44.64518	";"
30057	-93.227631	44.64518	";"
30058	-93.227609	44.64709	";"
30059	-93.242928	44.6379	";"
30060	-93.2366	44.63804	";"
30061	-93.250166	44.645171	";"
30062	-93.24729	44.64517	";"
30063	-93.252431	44.645168	";"
30064	-93.244154	44.645163	";"
30065	-93.227713	44.639837	";"
30066	-93.22755	44.652469	";"
30067	-93.227606	44.648372	";"
30068	-93.227576	44.650866	";"
30069	-93.227555	44.651973	";"
30070	-93.21758	44.64943	";"
30071	-93.196984	44.674076	";"
30072	-93.197097	44.688538	";"
30073	-93.208941	44.691016	";"
30074	-93.204119	44.690678	";"
30075	-93.217538	44.691505	";"
30076	-93.217323	44.691508	";"
30077	-93.21257	44.691534	";"
30078	-93.210261	44.69142	";"
30079	-93.310347	44.721077	";"
30080	-93.306657	44.721374	";"
30081	-93.311066	44.724678	";"
30082	-93.31102	44.723412	";"
30083	-93.31095	44.723114	";"
30084	-93.299604	44.723038	";"
30085	-93.304235	44.72221	";"
30086	-93.301782	44.723076	";"
30087	-93.31328	44.74038	";"
30088	-93.30261	44.74237	";"
30089	-93.307982	44.73914	";"
30090	-93.307837	44.736435	";"
30091	-93.311272	44.731006	";"
30092	-93.309968	44.731686	";"
30093	-93.309417	44.732399	";"
30094	-93.307839	44.73468	";"
30095	-93.307563	44.735878	";"
30096	-93.318882	44.755426	";"
30097	-93.319248	44.755638	";"
30098	-93.320207	44.75618	";"
30099	-93.318159	44.754711	";"
30100	-93.29807	44.73449	";"
30101	-93.293062	44.74882	";"
30102	-93.28362	44.71461	";"
30103	-93.28141	44.71405	";"
30104	-93.272361	44.695805	";"
30105	-93.275145	44.695809	";"
30106	-93.273904	44.710209	";"
30107	-93.274497	44.710209	";"
30108	-93.280763	44.710236	";"
30109	-93.283716	44.71035	";"
30110	-93.285069	44.703662	";"
30111	-93.284943	44.704075	";"
30112	-93.286865	44.698773	";"
30113	-93.285291	44.702938	";"
30114	-93.285614	44.698242	";"
30115	-93.285198	44.703241	";"
30116	-93.283698	44.707432	";"
30117	-93.28473	44.704498	";"
30118	-93.278045	44.695812	";"
30119	-93.275453	44.695809	";"
30120	-93.276364	44.69581	";"
30121	-93.277083	44.695808	";"
30122	-93.276651	44.710213	";"
30123	-93.27947	44.71022	";"
30124	-93.275597	44.710213	";"
30125	-93.28222	44.71891	";"
30126	-93.28565	44.71459	";"
30127	-93.264657	44.695801	";"
30128	-93.266503	44.695801	";"
30129	-93.264371	44.710205	";"
30130	-93.268885	44.710201	";"
30131	-93.269325	44.695806	";"
30132	-93.270895	44.695809	";"
30133	-93.27148	44.710205	";"
30134	-93.27253	44.710206	";"
30135	-93.258246	44.695793	";"
30136	-93.263123	44.695797	";"
30137	-93.26829	44.74588	";"
30138	-93.28049	44.74123	";"
30139	-93.28258	44.73718	";"
30140	-93.28021	44.74176	";"
30141	-93.28804	44.73535	";"
30142	-93.26323	44.73325	";"
30143	-93.26323	44.735843	";"
30144	-93.29392	44.783	";"
30145	-93.290167	44.783001	";"
30146	-93.28855	44.77266	";"
30147	-93.287874	44.788847	";"
30148	-93.290208	44.807873	";"
30149	-93.292111	44.807646	";"
30150	-93.289668	44.78908	";"
30151	-93.290204	44.816554	";"
30152	-93.297258	44.776596	";"
30153	-93.293966	44.779423	";"
30155	-93.298415	44.775829	";"
30156	-93.304494	44.775856	";"
30157	-93.304766	44.77296	";"
30158	-93.304766	44.774092	";"
30159	-93.319315	44.808357	";"
30160	-93.319266	44.811377	";"
30161	-93.319369	44.804744	";"
30162	-93.321908	44.804764	";"
30163	-93.315347	44.819125	";"
30164	-93.313993	44.819108	";"
30165	-93.317772	44.81914	";"
30166	-93.315711	44.819125	";"
30167	-93.310572	44.81908	";"
30168	-93.29093	44.81324	";"
30169	-93.267655	44.781865	";"
30170	-93.259908	44.777995	";"
30171	-93.274217	44.767914	";"
30172	-93.272996	44.767906	";"
30173	-93.273452	44.761929	";"
30174	-93.274711	44.761952	";"
30175	-93.2887	44.76945	";"
30176	-93.275757	44.762051	";"
30177	-93.275514	44.767922	";"
30178	-93.289524	44.780542	";"
30179	-93.287482	44.780357	";"
30180	-93.289526	44.780072	";"
30181	-93.286667	44.783101	";"
30182	-93.267898	44.767876	";"
30183	-93.265792	44.767868	";"
30184	-93.257987	44.767822	";"
30185	-93.258899	44.770405	";"
30186	-93.271002	44.767895	";"
30187	-93.26915	44.767883	";"
30188	-93.271621	44.761738	";"
30189	-93.272589	44.761917	";"
30190	-93.263099	44.767864	";"
30191	-93.261695	44.767841	";"
30192	-93.260467	44.767834	";"
30193	-93.257987	44.767273	";"
30194	-93.259849	44.774044	";"
30195	-93.260498	44.774471	";"
30196	-93.25823	44.786801	";"
30197	-93.268264	44.784428	";"
30198	-93.268257	44.786526	";"
30199	-93.267985	44.782473	";"
30200	-93.274715	44.819053	";"
30201	-93.273465	44.819054	";"
30202	-93.277252	44.819051	";"
30203	-93.278502	44.819834	";"
30204	-93.278504	44.822827	";"
30205	-93.27847	44.825288	";"
30206	-93.275983	44.819054	";"
30207	-93.270938	44.819062	";"
30208	-93.269678	44.819065	";"
30209	-93.26838	44.821712	";"
30210	-93.268368	44.822654	";"
30211	-93.272072	44.819059	";"
30212	-93.272187	44.819059	";"
30214	-93.268393	44.820724	";"
30215	-93.268357	44.824501	";"
30216	-93.268364	44.823665	";"
30217	-93.21786	44.71734	";"
30218	-93.229289	44.74641	";"
30219	-93.225126	44.739174	";"
30221	-93.226241	44.711742	";"
30222	-93.223481	44.71067	";"
30224	-93.197568	44.72704	";"
30226	-93.225575	44.757359	";"
30227	-93.22285	44.758653	";"
30228	-93.226692	44.712273	";"
30229	-93.231612	44.711708	";"
30230	-93.230605	44.712162	";"
30231	-93.239998	44.695744	";"
30232	-93.243485	44.695753	";"
30233	-93.240185	44.71019	";"
30234	-93.243858	44.710136	";"
30237	-93.248977	44.710182	";"
30238	-93.24814	44.695766	";"
30239	-93.250955	44.695774	";"
30240	-93.246332	44.695761	";"
30241	-93.244941	44.709957	";"
30242	-93.246237	44.709934	";"
30243	-93.247458	44.710125	";"
30244	-93.233047	44.710886	";"
30245	-93.234699	44.710187	";"
30246	-93.237997	44.710191	";"
30247	-93.236978	44.710194	";"
30248	-93.232635	44.711113	";"
30249	-93.229597	44.712521	";"
30250	-93.228544	44.7127	";"
30251	-93.227456	44.712658	";"
30252	-93.23304	44.74642	";"
30253	-93.233039	44.74414	";"
30254	-93.247153	44.754396	";"
30255	-93.238	44.75534	";"
30256	-93.252272	44.76067	";"
30257	-93.256866	44.76067	";"
30258	-93.23304	44.741406	";"
30260	-93.23304	44.740566	";"
30261	-93.233039	44.739166	";"
30262	-93.233041	44.73962	";"
30264	-93.233038	44.74279	";"
30265	-93.233038	44.742511	";"
30266	-93.238061	44.751946	";"
30267	-93.23196	44.755782	";"
30269	-93.207581	44.717306	";"
30270	-93.197274	44.711716	";"
30271	-93.197294	44.713856	";"
30272	-93.208816	44.709599	";"
30273	-93.207548	44.710068	";"
30274	-93.207575	44.727142	";"
30275	-93.20971	44.727217	";"
30277	-93.216681	44.710606	";"
30278	-93.217512	44.710589	";"
30280	-93.220777	44.710648	";"
30281	-93.222189	44.71067	";"
30282	-93.21862	44.710617	";"
30283	-93.219824	44.710636	";"
30285	-93.217816	44.710591	";"
30286	-93.212495	44.710632	";"
30287	-93.214027	44.710606	";"
30289	-93.214507	44.710617	";"
30290	-93.215377	44.710613	";"
30291	-93.210023	44.709106	";"
30292	-93.2107	44.709961	";"
30293	-93.211355	44.710766	";"
30294	-93.21106	44.7104	";"
30295	-93.210018	44.727232	";"
30296	-93.200394	44.711704	";"
30297	-93.198751	44.711708	";"
30298	-93.197234	44.703419	";"
30299	-93.197243	44.706966	";"
30300	-93.205612	44.710972	";"
30301	-93.203683	44.711689	";"
30302	-93.20662	44.710407	";"
30303	-93.202894	44.711693	";"
30304	-93.201744	44.711697	";"
30305	-93.19719	44.699337	";"
30306	-93.197204	44.700291	";"
30307	-93.197236	44.70298	";"
30308	-93.194974	44.702988	";"
30309	-93.197173	44.697521	";"
30310	-93.197211	44.701168	";"
30311	-93.19725	44.708099	";"
30312	-93.20369	44.717348	";"
30313	-93.200035	44.727003	";"
30314	-93.202397	44.727177	";"
30315	-93.207543	44.720927	";"
30316	-93.207527	44.720021	";"
30317	-93.207538	44.718717	";"
30318	-93.203728	44.727191	";"
30319	-93.204584	44.727376	";"
30320	-93.20754	44.721762	";"
30321	-93.206089	44.727239	";"
30322	-93.204881	44.727392	";"
30323	-93.197311	44.715137	";"
30324	-93.19741	44.723214	";"
30325	-93.197642	44.725019	";"
30326	-93.197726	44.727034	";"
30327	-93.197558	44.726877	";"
30328	-93.222935	44.758774	";"
30329	-93.22607	44.77267	";"
30330	-93.22208	44.7749	";"
30331	-93.20862	44.78383	";"
30332	-93.205	44.78681	";"
30333	-93.19917	44.79353	";"
30334	-93.22603	44.81156	";"
30335	-93.222623	44.814325	";"
30336	-93.22158	44.77607	";"
30337	-93.22566	44.77326	";"
30338	-93.20907	44.78388	";"
30339	-93.226052	44.77525	";"
30340	-93.224226	44.775814	";"
30341	-93.248567	44.793644	";"
