	fromNode	toNode	flow	travelTime
	27769	27770	2043.1	2.66780769821
	27541	55115	675.9	0.511928650912
	459	32878	170.1	0.469952591895
	40182	40181	78.3	0.178893284303
	9172	9294	4688.4	4.49412987129
	26510	53705	76.1	1.19358432592
	30113	30112	95.9	0.242586818333
	52178	52176	307.0	0.470403672978
	5986	6282	534.7	2.5376733394
	2759	25349	193.5	4.2053946754
	33961	33962	372.9	0.388824848765
	27837	27828	271.2	0.173873551207
	7167	7166	875.4	0.575256283377
	2592	28633	309.1	1.3146365434
	40330	30676	921.2	1.78991125684
	33925	33910	582.4	2.01554615512
	1981	10127	505.8	0.296918360533
	8579	8519	1073.8	2.56729321389
	18990	18993	115.5	2.82506385035
	28099	28107	66.9	1.1480841541
	33340	1792	351.2	0.783921670527
	26756	26729	138.6	0.177653893623
	30794	30795	1288.4	3.14883072614
	53149	2208	3.3	0.554204711697
	9893	9886	320.8	0.799911137248
	26194	26180	163.5	1.71576068846
	54246	33821	185.1	0.260368601832
	27988	27987	117.7	0.592734447639
	53960	53841	154.7	0.213671365127
	51361	54967	123.7	0.862563873296
	2845	33996	77.5	4.24040756346
	36177	36180	84.2	7.90901699814
	1853	8909	54.0	0.255198457685
	52982	26081	0.0	0.08831
	11484	4300	1014.2	1.93642224482
	33968	33942	47.7	6.98399633069
	29477	29471	8.9	0.260251201628
	28187	28197	656.7	0.372475614859
	5423	5422	3368.4	0.257443089063
	27347	27349	158.5	2.10334753731
	34636	113	705.3	1.76161295249
	7631	7627	309.4	1.50618308518
	8664	8661	1957.0	0.68129980455
	34101	34133	644.0	3.39614481165
	40027	40026	1287.7	0.942701849209
	31666	8478	367.7	0.127936357584
	32580	32587	11.2	1.90906696377
	8016	7945	1817.3	2.55625393282
	34046	34053	3072.1	2.9019727912
	35741	35746	69.3	0.882022934076
	31394	31395	481.6	0.571269563277
	6204	30789	903.7	0.750531594722
	27911	2671	54.0	0.948376310503
	40378	34103	786.8	0.757695423003
	26120	26147	373.2	4.60103909321
	8080	8016	2040.0	3.16119487742
	25216	34240	307.7	4.90541326764
	53125	53124	134.8	0.424101122602
	19920	6244	272.2	3.449829952
	25468	25044	11.5	2.75827158834
	18956	18955	255.3	2.86133295069
	32315	32326	521.1	1.06054141646
	19052	33076	1533.4	1.75038628203
	5329	5310	3003.6	1.42087187332
	6978	7020	889.6	1.56213383521
	19065	40351	1004.2	0.352133578321
	6459	52461	158.9	0.960406109574
	32037	31882	1423.2	0.436889632405
	4271	27642	1114.0	2.25866946274
	34639	34695	52.7	1.35276724568
	28925	28924	66.2	0.836986107689
	29893	54832	161.7	1.55147789656
	8686	31756	603.8	0.0237292001634
	4563	4680	13.9	0.279420334152
	30392	30393	1098.4	1.31220122311
	25726	25725	287.4	0.421048210178
	52474	54454	94.4	0.618722745232
	5032	4942	657.4	1.92760755189
	7750	7640	1046.1	1.78669431909
	19099	18617	0.0	0.88865
	33211	33212	83.4	0.292039804233
	31897	31895	294.8	0.163879245389
	29784	32868	1872.5	0.42821510134
	28835	2587	679.7	1.31361780009
	55104	9955	4551.6	0.407930327095
	27926	27916	473.8	2.87790622733
	54684	55009	664.3	0.524638570451
	34712	34720	234.0	0.414651448219
	3892	3903	222.9	0.562672182721
	25432	2647	54.9	2.20625948333
	51501	30541	142.7	0.418465958632
	54341	7276	1737.6	0.870250642266
	8243	8267	763.6	1.9438791303
	31236	1204	455.6	0.297908359589
	591	7585	738.0	1.27381181206
	9226	9239	740.5	2.9459128252
	25651	25654	317.2	0.292821701705
	33057	33056	345.1	1.36021110433
	28343	2656	490.4	1.59295746076
	4820	4825	1305.8	0.437310068817
	36004	2528	533.7	0.0650014493599
	33833	33755	445.8	0.748699365961
	718	29925	13.8	2.37584742234
	29966	29968	80.5	1.01034887041
	27958	27959	33.8	1.23404461376
	28638	2574	67.0	5.0672667482
	873	3856	906.7	1.0343227762
	30152	25227	205.7	0.408691369902
	19556	5982	764.4	0.509121650251
	54835	32482	34.5	0.215940563624
	33157	33164	288.5	0.02385629336
	40180	19619	108.8	1.59800533581
	28378	28358	370.4	0.646551417968
	32682	32683	133.9	1.81405343256
	8083	8110	61.4	0.256056964854
	7432	7479	700.9	1.60324961633
	27041	27043	469.3	0.740232240256
	9044	9052	253.7	0.65663003956
	54701	40266	428.7	9.16070794022
	31278	31285	2302.5	0.402298074523
	36012	36011	210.3	7.81149830723
	7134	19217	1386.2	1.6924426038
	558	30254	459.9	1.00126253925
	876	28794	580.8	1.63809764038
	25670	54710	164.8	0.0169165536109
	55033	50884	107.0	6.25555305565
	28812	40059	229.2	0.284713209657
	40075	26653	374.4	1.63371790117
	34660	34661	419.5	0.475358066855
	8520	8469	3020.8	0.904503840014
	25539	25540	0.0	3.86452
	25575	25574	64.3	0.572747804567
	52924	52926	135.3	0.881646283463
	3797	27037	632.5	1.57074749552
	31585	8246	214.3	1.58874110314
	5053	4948	3138.7	1.6840346619
	19436	5673	575.8	0.756876672628
	4780	4795	280.4	0.533905305268
	25662	25656	447.9	0.500086311955
	4068	3992	73.8	2.10160747625
	40595	7335	596.8	1.16376174311
	8949	31640	1932.4	1.70717549722
	29665	29664	88.2	0.274169285784
	54538	51889	116.0	0.398411318809
	8261	19874	393.5	0.549976744391
	54930	54929	19.0	0.703228792572
	31400	31401	779.9	0.23458448804
	6521	6473	1613.9	2.02737932498
	51827	50061	361.3	1.55223798484
	33436	33358	712.7	0.011749089831
	27525	27529	943.8	1.07771677492
	36177	36202	80.8	3.11079769995
	8938	497	650.2	0.876459688275
	32673	32670	1087.0	0.806918446946
	10371	10456	2797.9	4.00399550481
	32481	32480	170.8	0.963083717971
	1732	32203	589.9	1.50884210748
	27784	27630	26.1	0.525986784401
	25087	25086	11.4	1.21054493818
	18907	34400	456.3	1.83780453934
	54302	706	27.0	2.47259415646
	51558	54035	8.6	0.118266760378
	2710	25287	57.9	6.85715871342
	54465	40618	887.8	0.797708910407
	32812	32813	108.2	0.642667679785
	2900	34137	89.1	0.810916385833
	28540	28620	766.6	3.06464612487
	52096	54367	136.5	0.437256934563
	40698	19183	248.0	1.22421101583
	34644	54645	354.0	1.6693648485
	10340	10268	6300.6	2.46005897398
	33853	33855	87.9	0.80696907975
	29554	33970	25.2	0.394887750966
	33363	33372	248.7	0.357819504081
	32801	32947	374.9	4.59971623627
	19199	19772	1265.1	2.95673715142
	1843	32325	433.8	0.494589269842
	7888	7869	71.3	0.522633559113
	33828	33850	412.6	0.0530628953537
	26460	26479	650.4	0.669852302569
	40061	3802	337.0	1.22384269918
	18659	4114	899.9	0.281081552601
	6890	6879	26.8	0.129710894217
	4379	4349	114.0	1.7515862396
	2501	40342	8.1	3.00312487186
	25610	25611	129.1	0.512712048312
	33723	2409	98.8	1.2388604771
	19696	8936	1130.8	0.716199337824
	25578	25609	16.9	0.878171629511
	29010	29009	516.5	0.451766689849
	27650	4479	668.9	0.588046693083
	40164	32225	262.9	0.26214191315
	5266	5278	1830.8	0.370252635816
	51654	54959	177.9	0.348829639791
	26441	54674	450.0	4.86721062884
	30776	7289	3545.8	3.51302165486
	33375	33383	81.2	0.154607941669
	34201	25008	17.5	7.48805111855
	27255	27253	89.6	0.202593629663
	19411	27350	816.5	4.03145582011
	52181	52182	709.8	0.854107530565
	34024	34025	77.0	0.242068525579
	5302	5231	438.9	1.426692128
	33576	33587	144.5	0.320054148399
	51509	51691	0.0	0.14648
	26158	26109	198.4	7.08606454386
	3918	27138	295.5	1.93119351827
	30994	1488	516.6	0.443137568848
	34179	34166	493.5	0.343534185474
	54347	40141	113.2	0.27897453181
	19785	40048	554.2	4.59740022918
	28339	28357	161.3	2.15369024704
	54962	51669	45.7	0.0218196793107
	34323	35331	69.9	1.10850767485
	33507	2446	31.2	1.71467661069
	5625	5703	1223.7	1.37452806272
	25773	25774	23.6	0.917100639326
	5628	27436	400.0	1.32555
	53893	53895	163.5	0.689509721752
	52860	52859	126.4	0.281579272911
	40198	31078	73.3	0.217738577647
	26126	26125	82.6	1.74694802828
	35974	35932	65.4	1.03945263417
	30769	6114	901.8	0.87900256758
	19812	5948	876.3	1.28145966226
	32559	54298	388.6	1.07923378323
	50183	29291	151.5	0.0509556208224
	29232	40420	209.0	1.05536662511
	7787	7810	617.8	0.237678140833
	5113	5116	226.7	1.39611607518
	30380	19777	975.7	2.15856890817
	7993	1516	210.6	0.268933992821
	27962	27956	34.5	0.456742492827
	34337	34336	290.8	1.62765272002
	27740	4764	658.8	1.13256994347
	27745	27742	0.0	0.09175
	29164	836	127.8	0.541941312739
	52077	52079	345.9	1.24864014066
	29881	32354	250.5	0.86872179063
	36302	36305	79.7	1.13356144948
	35729	35733	380.3	0.0822328651202
	33822	33790	185.1	0.135744316657
	33371	33370	269.9	0.398325930082
	33616	33615	127.6	0.384487745205
	6972	19953	652.1	0.436382926736
	4326	4464	273.2	4.14626739861
	27502	27501	123.5	0.132464067404
	28551	28552	66.0	1.63111609488
	26890	26891	272.1	0.134151522435
	33092	10412	504.1	2.35328379815
	35335	35239	229.6	0.829336193501
	32059	9196	762.8	0.878481327783
	51312	51311	233.4	0.324741341131
	33264	40010	406.1	1.86851466739
	32198	40527	682.7	0.346092901846
	32611	32610	142.7	0.207707501823
	40506	18941	504.2	1.96074333499
	30061	687	319.8	0.922640025476
	31682	31653	11.5	0.027850433089
	28598	2667	159.3	1.02139511217
	470	31849	788.1	1.14178449249
	50767	50768	622.8	1.31582229993
	35250	34301	125.7	1.12418114729
	27188	27198	152.5	0.350789568423
	26945	4169	1146.9	15.2099892909
	19550	19551	198.0	3.39824385613
	28676	29262	392.8	2.01561080591
	26847	26848	372.7	0.791742001291
	33910	33911	582.4	2.30457534763
	29452	29457	136.2	1.49923689225
	6894	34425	242.2	1.05837322396
	33544	33550	916.8	1.45371946101
	29671	29672	334.1	0.836344810665
	32504	32499	465.4	0.635954299082
	725	32520	4.5	1.74707969562
	27085	27073	71.7	0.0865536555357
	7026	7036	515.0	0.240359930713
	29495	29681	187.6	0.60463343267
	53709	53710	22.4	0.912539799009
	52207	52208	47.2	0.227462395235
	2351	33695	617.4	1.06528675805
	7157	30775	469.0	1.26966906293
	31798	31853	1024.2	3.62052289131
	50934	50935	55.3	0.392175787621
	2090	31967	280.7	0.629533895567
	26275	26259	349.0	2.5653723431
	30840	30845	192.6	0.312390951687
	52093	52084	119.2	0.599485070562
	18705	27688	457.6	2.45251531729
	3768	3738	391.4	3.41008874536
	27042	54981	1568.4	0.434675737422
	19836	19838	2546.7	2.21727743636
	31175	40697	116.8	1.08798661548
	26759	26758	166.7	0.287132753161
	25900	25899	102.4	2.74346737625
	6127	6168	498.3	0.420491675572
	50422	50243	38.1	0.0665373723
	53640	53639	63.6	0.0744611519687
	7844	54331	759.1	0.692274630014
	50226	50228	160.4	0.582660219557
	30830	30826	5240.6	0.632064994683
	52576	52575	301.2	0.372240544353
	3838	3804	175.6	1.92603978673
	4494	4547	2908.4	0.635390362636
	5674	5847	4165.6	3.52212881125
	1885	32267	107.9	0.365983570217
	9417	9427	749.5	0.575567277995
	53939	53925	181.3	0.982442852378
	51691	51692	0.0	0.20908
	25245	29489	120.0	2.81410405279
	34070	29573	79.5	2.70419182245
	25933	25934	410.8	2.67784546786
	5646	2146	151.2	0.805588332933
	36017	36096	273.8	0.72552205992
	9031	9090	478.9	1.79614124358
	30079	30080	106.7	0.352175858811
	29941	695	167.8	3.93777824899
	32278	9571	392.1	0.628522315633
	30142	30120	539.6	1.22229807803
	27820	5123	693.5	1.39835049341
	35444	35455	205.3	0.220028225762
	8757	8628	97.5	1.13416189131
	32926	10071	1180.0	0.699527680388
	29756	29757	46.1	0.641141902551
	27826	5216	930.7	7.49266868993
	28347	28346	99.1	0.971360148057
	54956	54957	486.4	0.5802043874
	5098	1116	122.1	0.489401556699
	34080	34085	1056.9	0.469703921192
	33333	33331	22.1	0.186849402626
	9229	9235	1407.8	1.09633398901
	35427	35395	197.0	1.17288270439
	28807	28808	223.4	0.50078196143
	5663	5658	694.2	0.161244568814
	26382	26383	65.0	1.103150655
	34704	34705	268.7	0.384340576711
	3144	3160	184.2	7.95060271789
	1850	8909	225.9	0.558692974742
	54695	25707	223.9	0.332167798297
	36121	36122	248.8	0.908695899512
	19285	19282	80.4	1.99663225033
	30186	665	593.1	1.11903568165
	32896	32795	1212.5	1.34304943971
	51264	50064	756.7	0.983757350678
	30527	54558	373.6	2.02334891569
	35103	35102	309.9	0.899702212762
	32364	9723	175.5	1.02030934139
	29063	29061	231.1	1.7802426449
	25615	25617	58.6	0.484644877328
	2680	40247	395.0	1.29137640551
	50837	51017	285.3	1.23596588491
	34920	34922	122.1	0.223121289099
	19280	19279	491.3	1.91794918016
	10542	18978	361.2	0.981731317458
	54340	31445	1002.5	1.54020563648
	34124	34125	611.7	1.36179878135
	25770	287	9.9	2.60522256578
	52502	6999	0.0	0.15641
	3391	3408	257.6	1.62028695079
	8588	8590	144.3	0.344629846123
	40081	8059	1460.6	2.75450876579
	32416	32415	418.4	0.466099563794
	29250	29249	32.5	0.24961752215
	1171	40690	840.5	0.852870979583
	33010	54267	200.0	0.361058950769
	55030	55031	966.2	7.76576881901
	35560	2313	9.0	1.10515822212
	29111	29116	312.9	0.331450912847
	25357	2713	0.0	7.03299
	29751	29750	85.6	0.827969907723
	51571	51570	0.0	0.47162
	4751	4759	1620.2	0.234784813888
	32366	32382	141.7	0.582316021406
	25426	25427	114.9	0.244397489954
	26455	54817	184.4	3.3164986244
	1389	5082	708.5	0.577232551742
	50985	51000	12.8	0.218461226159
	26104	26162	123.8	1.28793232757
	26748	26749	7.9	0.0826877751025
	50147	50149	60.7	0.11132318092
	2887	40373	107.1	0.913728328077
	54141	54140	85.6	0.156181209473
	28086	28085	60.0	0.404501879814
	5998	5997	800.6	3.15343647217
	35592	35589	118.2	0.379791759605
	1935	9145	405.0	0.327591656466
	52624	54684	480.0	1.62430924621
	1070	25152	123.3	0.561679602664
	53440	53914	156.3	0.476716649706
	1026	4306	107.1	0.635035142171
	2859	25010	74.7	3.77809751914
	184	34772	162.0	1.37836629744
	4580	4614	3346.7	2.17229153512
	31489	40711	774.1	0.379824173046
	4361	4360	721.3	0.0923466605217
	50989	50987	308.9	0.287332621478
	35643	35650	514.6	0.464609128143
	35579	35605	143.4	0.305396194714
	27224	27260	606.7	1.13042174374
	26307	26304	477.7	0.0258351086268
	32870	9941	586.1	3.26270032553
	29600	2787	1737.0	3.02713322506
	33989	40386	105.5	1.87304627944
	6493	6314	227.7	1.40101987033
	28472	28471	95.3	0.47047146614
	5118	5153	366.8	1.04673279198
	19373	54896	127.2	0.414522210792
	1910	8296	134.1	0.392123893154
	2853	34210	113.4	0.37829865568
	28916	28915	32.1	0.47052413168
	1133	27619	1609.0	0.953631254035
	27043	3715	87.2	0.659455864706
	25415	25417	378.0	0.690710788992
	31448	31451	629.8	0.369515323371
	51965	51964	113.1	0.188675143562
	53744	53745	86.7	0.183609940138
	19115	19110	85.8	1.55913736114
	52113	52318	93.0	0.207435416729
	2269	35399	199.8	1.07987041348
	3741	3739	428.0	2.7724979891
	31416	31521	121.3	2.79403500937
	8047	40196	1532.1	1.08789670145
	32635	32640	47.8	0.174252714616
	31662	31668	1579.5	4.20991331999
	8428	19884	658.3	3.62312622842
	29980	30032	786.6	0.222769863139
	35881	35878	329.5	0.0230264251828
	1851	32175	107.1	0.563865499679
	30620	522	345.6	0.494991846149
	25852	25854	345.6	6.10171892579
	25935	25936	380.5	10.7670150426
	52515	52516	341.5	0.601007595385
	7284	54323	1652.6	0.679201642744
	35955	35958	179.1	0.888486464924
	29584	29683	19.8	3.14322602116
	40340	34281	234.9	5.65202131768
	28079	28080	168.5	0.36909615078
	1706	34534	286.5	0.582136997297
	3524	3526	278.5	0.878029435915
	4981	5100	1654.5	3.05291573428
	19392	3751	1187.9	0.583233794398
	17920	19908	154.1	0.327576256293
	6281	6377	757.7	1.64118837321
	6898	19589	388.7	0.209359291686
	2919	36208	20.9	6.68037785389
	34556	34559	326.7	0.255621830962
	50819	50169	192.0	0.354743613184
	2934	34067	306.9	2.86689387645
	1767	40457	0.9	1.18999320382
	32697	760	153.7	0.76554147952
	51205	51204	272.8	0.309856751031
	3443	3454	614.6	1.0791262779
	31055	31056	151.1	0.362160460246
	40685	10307	267.2	0.602082260618
	52833	52832	524.3	0.964075429063
	28647	28646	154.9	1.55787341499
	32984	19021	117.6	2.61966448561
	28908	28909	291.8	0.387008090922
	33352	33353	369.8	0.354245114602
	28435	28436	794.5	0.783999255115
	9598	9609	1158.0	0.80553293244
	34847	25250	116.5	0.0482423115548
	7459	7491	447.1	2.03645367543
	27489	27490	430.3	0.860387688246
	29880	29879	192.3	0.828019725983
	32323	32317	225.2	0.205698492164
	29060	29079	559.9	1.19739695504
	27624	18770	516.8	0.846630616276
	33789	33753	536.8	1.24138851078
	54825	54827	196.3	3.65675126125
	54483	30738	356.7	1.92633474691
	32214	1734	423.0	0.877848657259
	19138	5456	284.7	1.3254449953
	5566	5567	318.8	0.816625763947
	36284	36277	9.2	1.34684192467
	53851	53850	312.3	0.510251125248
	51467	52658	511.4	0.465595811319
	28620	28540	405.0	1.96970638359
	35257	35278	128.0	1.15419854561
	27621	1055	501.1	0.685517525159
	28147	28143	120.2	2.11493755908
	54472	30981	539.0	2.80392470164
	54212	54213	803.9	9.90666045871
	54005	54006	29.4	0.484412483671
	31249	5789	60.1	0.130123415566
	54589	50369	58.5	0.327677416219
	51074	51075	157.0	0.0879162755215
	18132	6947	522.0	0.592881371709
	35672	35673	386.4	0.397307108006
	28217	28216	226.6	1.59024096494
	34532	34529	559.6	0.165445575934
	6201	6427	5127.0	1.46313508158
	6826	6823	255.6	0.212302054341
	30506	30505	1241.3	1.15555092964
	30578	30580	97.7	0.112137136802
	34232	34265	155.5	0.762280829082
	33311	33312	611.3	1.08597815337
	29500	29501	182.1	10.2279234116
	54073	54183	301.0	0.588212249896
	2293	40344	33.3	2.5523866464
	40732	3770	514.4	2.60012869768
	2103	10465	302.4	0.645635533238
	35671	35672	386.4	0.647985714056
	10545	40007	795.5	0.0156736410879
	9850	9844	1106.2	1.23876549487
	51970	29980	0.0	0.37419
	34300	34301	15.0	0.777890609716
	54419	30996	925.7	0.347021940256
	34357	34798	761.3	0.349100571952
	30283	30321	194.6	1.9444558155
	53011	53010	135.3	0.416121540417
	40675	19343	1384.5	1.0014701302
	40122	19698	204.9	1.60587655657
	28479	2676	329.6	4.20843316611
	29329	29353	42.1	1.51789343921
	54732	25442	71.2	1.07561452263
	9433	9416	5228.8	0.535156190328
	4223	1047	1193.9	1.11587377621
	40422	82	361.9	1.69651209599
	754	29502	67.5	3.50484588113
	27659	27658	33.2	0.774335824335
	8066	7957	1214.7	2.50012783419
	9032	9005	951.6	0.58570353942
	8474	8487	6867.8	1.93813663579
	51236	747	28.8	0.0955733985479
	27315	26076	603.6	1.7551615314
	5599	5541	2126.8	1.8028741184
	35718	35719	116.0	2.79506942568
	18949	18948	4.9	2.90866749734
	8417	8563	521.9	2.54027281881
	193	34770	1821.5	1.76418290365
	40649	54685	160.3	0.548879736441
	50625	50624	138.4	0.121754926289
	26091	26090	51.1	0.742296195385
	35556	35531	281.7	2.61515204343
	4684	4681	1229.1	2.43079906356
	5441	5223	574.0	1.94129436096
	1457	30933	253.8	0.224823125855
	6536	18045	197.0	0.49907739961
	26538	2182	43.0	2.31907758864
	25503	25504	154.2	0.2797311751
	25433	25543	245.4	12.52365946
	54774	54775	501.8	0.968391248067
	54096	54013	112.9	0.659543126904
	29005	29006	158.7	0.223502855916
	26158	26172	673.5	1.54653143263
	25505	25502	154.2	0.269258877688
	28210	28209	301.6	0.0674374249923
	31262	31263	28.9	0.485971637576
	30984	40555	398.1	1.5830754896
	30611	30612	1130.9	2.3192972582
	26287	26296	248.5	1.07916698714
	30528	51794	250.1	2.23025849193
	82	40422	2152.1	1.84723586732
	28241	28261	118.4	2.59706587033
	10304	10306	88.8	0.318908059783
	31193	31194	310.1	0.363592223979
	31945	31919	285.5	0.516932408842
	33105	10549	555.5	3.12341299663
	31882	9479	559.5	0.492787047665
	9360	9342	261.5	0.213207717765
	1721	7874	429.3	0.020871911775
	5882	19488	511.0	1.31513031722
	30822	5736	0.0	0.18267
	25778	50965	74.0	0.163679989619
	34729	34728	269.3	0.514631354323
	52761	52551	0.0	0.1244
	18673	3893	466.3	2.36411262962
	52531	52569	90.6	0.237988540865
	34931	34992	270.7	2.51940711931
	8722	8720	438.7	1.30149409477
	34802	34817	125.4	0.310002274462
	6683	6674	209.1	0.355789653666
	18833	8289	1212.1	0.77636680706
	35835	35831	277.4	0.335858253267
	2205	26482	207.1	3.37641365301
	35227	35226	54.7	0.655186687261
	31099	54406	970.6	0.833250194686
	2667	28598	252.0	1.02703412452
	40425	34628	271.7	1.07550389314
	27922	2532	15.3	2.41659004589
	31068	7825	1385.2	0.582826302486
	34220	34200	605.9	0.487408098778
	8535	8497	3346.3	1.20260614681
	35870	35894	329.5	0.0431396821729
