	fromNode	toNode	flow	travelTime
	32114	8583	1109.6	1.38651774288
	1315	7107	102.4	0.304951425901
	30006	30027	192.0	1.18820298043
	33410	33408	301.0	0.572903886925
	31648	8960	457.4	0.797941197543
	1029	4553	253.8	0.19426385313
	7420	7550	227.7	0.911024179827
	33309	40012	156.1	0.816380699162
	28916	28899	214.5	1.15680125123
	27426	27430	782.0	0.549418812808
	35501	35504	107.8	0.0765514935006
	55080	29837	495.2	0.230470403687
	31946	2022	878.4	0.474465865093
	26594	40073	595.9	1.21310328135
	27269	27273	634.5	0.456402457529
	27027	27025	381.3	0.885024106331
	51897	51681	152.1	0.803468805952
	40144	27683	24.7	0.11111264881
	9258	31925	220.1	1.00297643272
	50595	50272	412.1	0.470121169007
	904	26361	136.8	0.782511734875
	28656	28657	202.5	9.5656876795
	26176	26177	144.3	0.217885928242
	54924	51752	6.1	0.0111821223181
	25122	25542	279.0	0.316106988792
	8417	54492	982.5	1.00702946163
	19178	6036	391.0	0.97042618146
	26725	26726	381.0	1.42428290939
	55068	54427	354.7	0.0867649540593
	54989	54990	8069.9	1.14157437015
	27455	5155	761.1	3.05706364676
	28948	28970	242.4	0.165108452197
	54412	7325	162.8	1.06481316263
	8155	8158	514.2	0.057450768223
	18909	7060	935.9	0.0934581235334
	31814	496	112.9	1.19406055667
	52172	52181	709.8	0.663606893189
	35065	35064	380.8	0.488755974995
	19914	6622	1589.4	0.500954112666
	54596	50256	857.7	1.67822514409
	7833	7845	2152.8	0.177570376815
	18707	4572	733.2	1.92948051486
	33028	10493	387.0	1.42996051897
	25757	54733	21.6	0.782017605417
	54919	29906	1178.9	3.30263223099
	5039	4972	300.5	0.893502646681
	40455	35296	174.0	1.48689394887
	27040	27089	54.1	0.334548291276
	30600	30599	323.0	0.44980883966
	35268	35319	172.2	0.534277306652
	36270	36271	32.6	6.19310197499
	6675	6667	2008.4	0.154063912819
	18669	18670	448.0	0.565754608507
	25206	25207	300.9	5.2905999265
	34210	33977	130.4	8.76765568305
	27054	27055	277.6	0.478027598261
	8972	8845	112.0	2.5123328134
	4317	19936	2016.9	1.84404603255
	25455	25699	547.6	7.5648773488
	29725	29724	39.3	1.03005387553
	34117	34097	728.1	2.10352004537
	26779	26783	79.8	0.196037267672
	54409	31096	705.7	0.791750894178
	31777	31786	0.0	0.1008
	52745	52746	0.0	0.10282
	27144	27145	218.1	0.512937411282
	36168	36099	202.7	9.72376955808
	40128	31929	210.8	0.305780217621
	35140	35138	256.7	0.437369179719
	2660	28335	595.2	2.76689033344
	27355	4751	214.1	0.117500893757
	4214	4226	263.2	1.07529920056
	27876	27890	155.4	0.586972838661
	2340	33472	14.4	0.356737338509
	29559	698	27.0	1.64974908878
	6784	19586	616.0	1.03589163173
	36257	36263	18.9	0.324392642854
	30882	30900	214.8	0.842628351385
	32112	32114	324.9	0.979237618647
	10634	33344	290.9	2.87565058676
	26030	51091	85.2	0.825902986832
	31639	31691	1080.6	3.95944107476
	40650	54684	461.7	3.93872249281
	28871	28875	480.7	0.777410639018
	40342	36079	905.2	5.47696265057
	5256	5108	2790.9	2.95880314541
	32593	32592	142.7	0.242793092082
	35365	35392	222.7	0.367866527042
	54414	7065	4090.3	0.821695478868
	8334	8366	686.2	1.36661057488
	35689	35866	140.7	2.56714468352
	898	25132	85.5	1.16162177842
	54024	32736	76.7	2.38279995338
	52934	26974	239.6	1.92177611024
	33038	32994	489.0	0.627732993667
	9121	412	333.5	0.267543662814
	2186	54810	48.6	1.88094117295
	32302	32301	131.0	0.178074424261
	8591	32188	1934.6	2.65499663392
	5122	27821	1679.0	1.55340813746
	29970	29967	80.5	0.216937294847
	36120	2500	135.4	5.04517863185
	40410	25023	86.0	0.613357325021
	19037	9729	331.6	1.70629572582
	52665	52664	13.0	1.04919633338
	2774	25913	53.6	4.40418397531
	50857	50859	46.7	0.125412804655
	25777	25776	84.9	1.01401430606
	33171	33170	248.0	0.524259555445
	35534	35539	466.0	1.26388023627
	10650	32986	547.8	1.68733315398
	40133	5198	479.0	0.111258119783
	40499	54594	308.0	1.78738981747
	35128	35125	62.6	0.167564165724
	25981	25948	100.9	0.671960358722
	27077	27078	277.6	0.38993165832
	33567	33601	137.0	0.704706360368
	420	31905	561.2	0.821308194467
	8974	40545	1800.8	1.37405287799
	25967	25970	142.1	0.266564176196
	31081	31083	536.5	3.58977230413
	33270	18994	217.3	1.69909974788
	26	29414	69.3	2.1321634262
	1546	6310	288.0	0.556955886847
	26060	26058	133.4	2.57760057751
	40261	26031	338.6	1.94752048461
	18824	34542	596.4	1.02652909987
	7425	1481	729.0	0.2989663222
	27963	27964	262.7	7.38503707379
	19653	19660	1464.4	0.649603816174
	1534	30266	135.6	0.580917138112
	50174	50173	344.3	0.408479497618
	53461	53462	224.2	0.373804159845
	7906	7848	321.7	1.33931352586
	28760	793	350.7	1.21779140738
	6826	6839	826.6	0.466565582297
	4136	4160	2536.9	0.586309243546
	32391	32392	279.1	0.604772883655
	30659	29877	25.1	1.43095968981
	29905	30546	166.3	0.458144933881
	28820	868	484.0	1.08905575285
	40534	9196	733.1	1.19966366219
	32237	32229	3654.7	0.728702784045
	10455	10490	150.6	0.606747271413
	26233	26232	411.5	0.519401193129
	7916	54403	1001.5	0.291077923613
	4251	11486	561.2	0.0715719658425
	29461	29460	221.1	1.9069579599
	54336	6954	461.1	0.508150963666
	30971	30966	18.9	0.347097872363
	36134	36135	6.3	1.84515926233
	31610	31609	490.3	0.842371197718
	31761	31706	806.9	1.16001696302
	5238	18747	760.5	1.69452131916
	28523	28292	142.1	0.683845972378
	33318	33328	265.1	0.525426421337
	29526	2840	10.8	5.5589221735
	31671	473	1375.2	0.558037125271
	28093	28083	184.1	0.861517001828
	35372	35373	216.7	0.0100188400659
	9141	40165	1145.0	0.876605373839
	1613	40670	172.8	0.465800303841
	25871	25870	74.8	1.83195112772
	6760	6814	621.7	0.589638796533
	55071	8120	399.8	0.410656574544
	33437	33439	301.0	0.15620715427
	26833	26832	350.8	0.267363014865
	32408	32403	205.8	0.163549793785
	51451	51452	245.5	0.524853889839
	30420	30419	920.6	0.704732921391
	54824	29497	458.1	2.07691873248
	2323	35248	33.6	1.83727194042
	5615	5582	796.1	1.31262634144
	33408	2343	621.0	0.830693459602
	26894	26892	178.1	4.74185856899
	1685	26080	342.0	0.887050130095
	908	26421	374.3	1.42574961982
	53073	53074	256.2	0.187460304262
	19587	6793	649.1	1.11055441224
	50945	50946	10.9	0.52378524049
	2916	36296	35.8	5.74623859939
	32885	32893	1485.9	0.134091700131
	53441	53443	79.4	0.0798874026006
	30242	558	317.4	0.550274666623
	32596	32584	84.6	0.343581089361
	28751	28752	154.0	0.564490801094
	25633	25568	20.7	0.841338239533
	4280	19422	732.2	1.33216961628
	32454	32455	335.4	0.919245372667
	35688	35687	278.8	6.68384371207
	10527	10516	496.1	0.646428962358
	53848	54027	312.3	0.412097926956
	29947	29948	538.4	3.24807194764
	53158	53157	80.7	1.2540278249
	33510	10884	678.2	0.616065095884
	30747	8847	940.1	1.69309073376
	40729	8321	412.2	1.10172648964
	30687	30688	127.2	0.151688636037
	5880	5839	530.6	1.13300079599
	50712	50711	265.6	0.619519587098
	26238	26235	229.7	0.320009492045
	51326	51325	181.2	0.240832666223
	19669	54521	60.5	0.90101079711
	29909	29902	973.4	0.610900398711
	9224	18839	381.2	1.99019384051
	8066	40308	802.8	2.88175232186
	7895	7896	1288.4	0.0834605054707
	35608	35613	616.7	2.13519478616
	27753	27693	271.2	0.837010058233
	51198	54284	237.7	0.550354897786
	8318	8245	1485.6	1.24951749963
	25752	54698	330.1	5.90994368276
	30087	5950	813.6	1.11991478776
	29897	29987	953.3	2.64852067974
	55110	55109	459.3	1.49808663962
	9326	9329	847.1	2.76609124049
	30414	30412	112.6	0.456344467873
	32730	32726	284.8	0.546323137068
	40480	32014	953.2	0.145426698482
	29685	708	17.8	3.68907683789
	26069	379	579.0	1.7776327813
	3492	26051	98.9	2.27903312378
	7166	7167	974.6	0.598457571346
	2419	32983	308.7	0.556938759275
	5198	40133	637.6	0.12171533838
	32222	1856	284.8	0.627481800536
	26163	54752	278.0	2.74151632306
	54934	30003	774.2	0.748896694155
	28707	52674	177.4	0.708299868186
	34133	34101	337.5	2.49538859927
	31432	7525	110.7	0.776924415036
	29640	40004	354.4	0.530415390491
	31260	31262	117.6	0.660622003697
	35069	35080	1014.4	1.3659149974
	516	40323	346.5	0.621752550697
	28703	28702	116.5	2.02629854769
	2702	25469	55.8	3.28685645898
	4383	4353	1028.0	2.09577026315
	35002	54779	164.4	0.0310768686268
	5526	5540	400.1	1.20273160512
	32064	32400	114.4	2.88331264023
	36030	36031	151.4	2.31439478687
	50261	54594	670.3	1.45347644977
	30932	1356	240.4	0.610526843629
	4880	4945	2374.8	1.41800310006
	34899	127	36.0	2.08488413293
	30672	30671	181.1	0.377175225453
	8703	8697	1846.2	0.701132637378
	27277	27175	876.6	1.97064848404
	4345	1056	1431.6	1.44595279813
	19810	6458	194.8	3.16175920179
	40234	35750	66.3	0.167622166187
	32169	32170	89.1	0.258585774863
	27336	27339	48.8	0.0866807309862
	5161	5163	539.1	1.44398120839
	33669	33668	35.3	2.68738382424
	32383	32365	515.8	0.851820111847
	8837	8840	266.9	2.22800238291
	26065	376	40.5	1.49775418128
	40267	320	20.6	3.96177369243
	51059	54697	140.7	0.320263248874
	4312	4239	657.1	1.90094432986
	33171	1974	194.8	0.58401593705
	10077	10081	305.3	0.301819180097
	50390	50389	140.6	0.381357895376
	28199	28211	471.6	0.818230469737
	30524	30525	197.3	4.28725043
	25551	2685	14.4	2.9096886671
	54829	29893	200.3	3.43278338695
	33860	33867	338.7	3.9592812892
	678	30013	66.5	0.488176949855
	27516	27517	590.3	0.435160082248
	736	32534	115.1	4.98923428299
	31829	414	96.3	0.299172943517
	7541	7540	467.1	2.63408042877
	30244	30252	52.6	0.446778771274
	7556	19606	342.8	0.979137717508
	33835	19057	805.3	1.86065441329
	54552	51156	166.1	0.294276161242
	55042	55045	8537.4	3.29230559846
	50264	54649	91.2	0.204139482002
	54747	26108	81.5	1.2993571068
	34629	34631	574.5	0.0406718494148
	54292	29522	106.5	5.62324918207
	4120	4209	1217.2	2.36952851347
	25703	25704	233.0	1.94046757127
	1289	31080	711.3	0.700165704316
	40045	6571	350.8	2.458354362
	28754	28753	436.6	1.64315415767
	31131	31114	319.5	0.904102190436
	19807	55036	1885.9	2.00606764961
	19797	31663	76.8	0.803934979938
	29131	1079	1404.1	1.052195459
	4288	4292	87.3	0.56228551879
	26032	381	462.5	0.884678066323
	32872	32808	81.2	0.332757048537
	53402	53640	63.6	0.328175016009
	31939	31940	1819.1	1.55258026274
	6668	54353	578.3	0.55663115377
	25072	2707	45.9	7.86896540371
	4471	4435	854.5	1.27152711677
	5956	5905	443.6	1.76447360497
	25754	25764	65.7	0.424084617232
	30874	30914	235.9	0.327743063762
	29219	29263	553.7	3.78335685857
	51499	51498	128.1	0.920382500215
	1106	5622	588.6	1.49350864734
	31746	31745	202.2	0.491620015843
	2472	32942	477.0	2.02391627151
	50294	50292	453.0	0.4314863956
	1227	6865	1864.5	0.662888995219
	4917	40215	800.6	2.46602230828
	25479	25295	28.6	2.87988042516
	29380	29394	100.5	1.51188736713
	5833	1363	364.5	0.616872396745
	30934	30935	509.8	1.26690512407
	29521	34066	2678.1	3.46317811613
	5923	5986	6979.2	2.86969521235
	40563	19831	1334.3	0.705258932363
	26243	26240	272.5	0.39215360454
	31631	31799	1869.7	7.71489478479
	10768	54256	345.7	4.70933700808
	4714	4733	1876.7	2.4037084182
	26758	26759	492.1	0.395193454853
	36224	36210	115.6	0.983319882127
	26885	26890	272.1	0.411503898564
	30498	30503	232.1	1.49027848909
	36183	36209	157.3	1.0834608879
	27213	916	19.8	0.986086244483
	52865	52894	70.1	1.08777769061
	8117	40711	883.4	0.401742786042
	7152	1470	487.8	0.588806208847
	55060	40592	956.1	0.244966131855
	51247	54523	202.8	0.30838866123
	34825	34841	80.6	0.172342667568
	30183	30186	275.5	0.698397515074
	26212	26185	413.9	2.96765425994
	54427	19574	170.8	1.00145930434
	19550	30929	423.3	0.531284828814
	54589	7703	766.8	1.35957975293
	25085	25084	24.5	2.92436309634
	8608	8673	777.1	1.24232348149
	28636	28259	558.2	1.82152542088
	33984	33983	400.2	1.67612366315
	8871	40170	393.0	1.99071588151
	2113	32928	216.9	0.388015329275
	8357	8327	909.5	1.54818259709
	10095	447	515.9	0.590989688033
	2196	40257	271.9	1.67800809217
	4462	4450	1541.9	0.428470959173
	55013	3763	411.3	0.582106379716
	29321	29322	298.7	0.245575230927
	27559	5330	421.6	0.651839715265
	4519	4527	1571.5	1.81686033854
	26391	26030	298.5	2.41583631518
	30617	30612	498.6	1.12006166249
	5709	19505	2236.9	3.16984829818
	29303	29222	379.7	2.15527583821
	19860	4147	382.1	0.161294043164
	51703	51718	80.1	0.347491824468
	53342	53341	898.1	0.832084022681
	9484	40167	904.7	0.882226864139
	31277	31276	133.3	1.78837983618
	6489	6601	1367.9	1.62073820091
	52727	52728	76.3	0.150749296654
	31329	31356	449.6	0.716401087572
	2542	34938	247.5	4.43538969771
	31044	31041	266.9	0.310130581379
	5928	6057	3390.1	1.48181620168
	26042	27028	413.8	1.36961344391
	30923	30921	247.1	0.157456327395
	5888	5887	876.5	2.34859811994
	30838	1549	124.2	0.00223938067149
	33512	33646	342.7	3.03975204019
	54685	26275	293.3	2.61934823288
	30409	30408	769.8	1.04097402156
	52753	52396	148.4	0.244131086379
	34836	34827	93.5	0.451593728468
	34384	54213	381.2	0.556653379217
	34876	34370	309.2	2.92412071378
	19332	6609	284.4	0.315628705764
	9697	19647	449.7	0.430354450368
	29002	29004	219.7	0.237027449174
	50844	50845	110.1	0.192224582235
	40136	5832	469.2	0.284918733714
	33384	33386	462.9	0.0656887335082
	3160	3144	51.0	6.92831102779
	28869	28870	563.1	1.02142745715
	28185	28140	96.6	1.39637249894
	7922	7854	1476.2	0.909476997574
	4933	4872	1074.1	1.73530800206
	19290	8398	243.4	2.30312212009
	7824	31462	379.9	1.0528979112
	2831	33871	54.8	5.2867080995
	8047	1286	1077.1	0.767114320641
	28783	28669	373.3	4.95276944153
	36114	36128	263.3	1.05776729085
	54231	34375	97.7	1.0877392104
	3682	26983	488.0	3.81823003298
	51449	51482	11.7	0.119287551438
	52031	54472	1833.3	3.49714028603
	5374	5355	271.3	0.559190873515
	7699	7680	3566.8	2.92592931506
	27978	27995	227.7	0.474450483501
	30092	30094	2395.2	2.59675036342
	28713	785	453.7	1.19501661295
	4350	4266	245.1	1.98473568074
	7835	54398	266.1	3.9706921123
	1705	34534	174.6	0.504868385526
	54620	52604	200.6	0.238091951488
	7251	7333	304.7	0.754072222575
	36317	25017	176.6	6.50508373772
	8271	31505	371.5	1.42486972047
	19195	6547	991.9	0.54259458033
	51336	51335	76.7	1.20472071533
	28739	28737	2542.9	1.12847722807
	7580	7603	344.5	1.4742140345
	19564	30977	87.9	0.291739942335
	3864	3872	715.8	4.57545200532
	33822	33818	92.7	0.184318004204
	19616	9706	0.0	0.8546
	54518	9447	296.2	0.977655795588
	27130	27129	232.2	0.736119268388
	1909	40711	422.1	0.226175915827
	6618	6621	106.1	0.476510852236
	31014	1353	1028.8	0.305789148759
	51767	51766	149.5	0.360152438003
	9262	9335	478.4	1.97163989131
	20002	6754	4274.4	0.823081763453
	54644	50145	97.3	1.07178464713
	19191	19189	99.2	0.84881048433
	2523	40340	137.7	5.03824637283
	52129	52128	0.0	0.15557
	29498	54304	214.5	5.20876832513
	54869	51105	16.0	0.248163452489
	40234	35792	132.5	0.179701249109
	2881	34035	252.3	4.65212792155
	33914	33915	66.5	0.618047192597
	51078	51240	34.4	0.281544429976
	33501	10884	450.5	1.11121638986
	4202	4244	964.1	0.959744627774
	4361	4380	569.9	1.44770367914
	26370	26399	396.8	3.41457820045
	53256	53412	73.5	0.379424700956
	27499	27500	420.4	0.893881416308
	25784	25783	214.0	0.446116291939
	32151	8994	925.2	1.02179929724
	19606	7556	750.8	1.71992658846
	30044	30045	274.8	1.7195531104
	5639	5642	709.3	1.15642935149
	30447	40089	732.3	0.409039261754
	4561	4613	647.9	1.25951423504
	25232	25231	174.8	0.579133289898
	32954	2473	37.8	0.556690984146
	1087	5550	997.7	1.32906851538
	26953	4073	452.3	1.01326457406
	50749	31394	453.0	1.01788242266
	30717	52504	150.2	0.374482558411
	30342	30341	305.7	0.429725461108
	29982	29993	749.1	0.0858339992992
	4286	27317	438.8	0.662799207525
	34594	195	259.7	1.21764245963
	36020	36186	61.6	5.57297853251
	25621	25623	361.9	3.81512132394
	25584	25591	50.5	2.10517209448
	40485	28833	186.2	0.695439176763
	28612	28616	64.8	0.0675440472235
	30796	30797	1193.9	1.65340813626
	8263	8418	101.5	2.1138654157
	25100	25099	123.8	0.771101846448
	36111	36103	285.9	3.83008009464
	7529	7577	497.9	1.83354140258
	35857	35815	537.3	0.977232649921
	35496	35497	213.3	0.328195119147
	40460	29813	152.7	2.01522142392
	31425	7544	1105.3	0.682019028591
	27134	27133	119.4	0.135442726297
	7923	7904	5443.1	1.03075385889
	587	30192	796.5	0.434942799592
	370	40262	549.9	0.669821901155
	4967	4962	166.6	1.87927853691
	51443	54762	324.5	0.474761955792
	51243	51241	198.5	1.7747127768
	28853	28870	339.2	0.238139970522
	27748	27743	0.0	0.61073
	35238	35237	145.7	1.22650177801
	29256	72	124.2	0.734738780856
	5308	40604	624.8	0.875626489594
	27781	1142	602.2	0.616611120632
	27881	1127	794.9	0.510897970847
	54538	51486	88.9	0.498968818212
	30245	30244	70.2	0.726490732253
	6479	19956	4907.0	0.395589603739
	19955	6567	466.1	0.784012251453
	29172	5204	352.3	1.26237304021
	748	40301	60.3	1.94147541229
	151	34906	116.8	5.89287916627
	9335	32068	261.6	1.44857635555
	10864	10838	5560.3	5.40771765103
	54702	51087	138.8	2.42704377965
	54827	54825	249.3	4.01596037081
	32849	32856	104.7	2.54571490252
	50675	50674	567.7	0.629644221278
	9192	9076	768.3	2.35746889877
	35751	35683	822.6	4.14033657214
	9810	31970	209.1	1.2279920301
	163	35263	581.4	0.684708079941
	26716	26715	659.0	6.21534199678
	54633	29400	138.7	0.56797103785
	35971	35981	60.8	1.50246588678
	30825	30828	5857.9	0.781126489474
	2701	25048	238.9	3.29814314425
	25287	2710	4.5	6.83017911225
	4321	4289	876.9	2.22393465843
	54678	26056	289.1	0.0417846323571
	1519	8192	3741.3	1.6540768691
	9803	9758	313.2	0.831070690049
	54590	7702	218.3	1.03586522821
	30981	30772	585.8	1.4184988446
	5122	5123	986.4	0.0507632147269
	40121	31659	283.3	0.506165591521
	30881	30880	330.2	0.342807177483
	29235	29252	82.6	0.300228202337
	32979	10620	540.5	0.0636619349958
	10932	10943	419.1	1.37109739584
	4177	26731	994.3	1.72650259279
	5248	5246	838.9	0.250761009143
	34770	193	249.1	1.63314409583
	30182	30183	205.8	0.387349776931
	29491	29492	1289.2	6.55462487393
	32946	32759	470.4	2.35489073714
	27836	27833	380.3	0.390149693921
	3385	26368	118.2	3.07234210006
	26014	26013	184.0	0.346715587301
	19660	425	185.2	0.885498881144
	40032	9778	1144.8	0.606093250682
	40733	3851	556.7	1.66393700568
	5905	5903	913.0	2.3617866529
	40106	30852	387.3	0.371167759391
	53189	53188	22.4	0.830193335404
	25235	25279	236.3	0.261710474719
	25444	25747	28.5	1.89440021347
	40089	7669	554.0	1.35145818226
	1160	40604	180.0	0.71877731876
	54766	52293	815.5	1.05617408918
	25149	54653	420.5	0.660048958153
	55028	25601	48.2	0.415561949196
	51471	54821	115.5	2.75004171106
	35979	35984	92.7	1.24682472727
	32337	32340	1672.1	0.521171034142
	19941	5246	977.4	2.47586239034
	30474	30472	359.0	0.932619755662
	52050	54420	265.1	1.0168938973
	9065	9081	1704.1	0.351030833466
	25826	25832	655.0	0.88778304987
	32172	8904	213.5	0.336300573029
	4976	40494	202.0	0.539036002351
	30562	30566	199.2	0.190966651249
	5915	6104	513.1	5.80287677196
	34137	40390	432.5	1.93333381373
	34604	34608	398.9	0.0958845934814
	26564	26572	53.6	2.36252496249
	29647	29646	169.7	0.890596863686
	54531	54530	3455.3	0.0523801110206
	3055	25541	0.0	2.82554
	827	5415	155.7	0.553287263398
	28733	28729	187.8	0.269242497404
	34623	34568	273.0	1.29915257033
	9647	2088	712.5	0.387279566347
	8674	19292	1514.8	1.62127736788
	35023	35024	326.9	0.742305732318
	3908	3992	257.6	3.63505823222
	26464	26463	304.0	2.04541111506
	5512	5543	142.4	1.54233890493
	36049	36061	909.5	1.11141972286
	27946	27947	184.7	6.69007488736
	33441	33440	369.8	0.241018974476
	50467	50468	144.1	0.786034452795
	50692	50691	76.3	0.546851914635
	34692	34693	34.2	1.41829293428
	31252	1196	142.2	0.291203485795
	51409	51410	153.7	0.269153498657
	32583	32638	274.4	0.0784841531972
	10151	32924	409.6	1.03276250668
	19349	40100	125.7	1.95761083998
	29126	29017	1296.0	1.33415883828
	26375	26376	622.1	7.19786460434
	7854	31061	625.5	1.78111266749
	35812	35904	108.0	0.665118694288
	28367	28368	428.9	0.607512374263
	2074	31738	418.5	0.91435551186
	6477	6424	780.7	3.80143023696
	19651	9689	109.9	3.87509026554
	27140	27161	143.4	1.48588734923
	34751	34753	105.9	1.6061405974
	33417	33418	341.3	0.370085897639
	7640	7638	1000.1	2.72822209838
	1262	7878	268.4	0.729187854376
	5110	5113	197.7	1.62086833671
	54525	31800	957.0	2.7795880183
	35167	35165	254.7	0.966831662426
	25258	26025	64.5	0.357540424022
	5293	5503	2185.9	1.90387272897
	10011	10076	135.7	1.51704827345
	53854	54115	0.0	0.13263
	6066	19356	878.7	2.15877979441
	40224	40584	167.6	1.15805269772
	8321	8322	1231.8	3.03887199074
	25738	25735	62.3	0.155474538368
	36043	36088	410.1	1.71340636017
	50185	50186	167.6	0.493220175242
	1881	9046	269.8	0.581050815946
	7622	7621	677.9	2.32352435074
	10199	10248	3049.4	1.07031385459
	6553	6547	507.2	0.873115762031
	33763	33762	254.0	2.71360521594
	8957	8964	893.7	1.77243268325
	19972	19971	3.4	0.58120607165
	3648	19818	1001.6	4.5919996214
	1041	40637	518.8	0.468102755308
	8299	8284	6250.7	0.612516407496
	51958	51835	0.0	0.43216
	36137	36136	19.9	1.19569684435
	27372	27377	447.9	0.950522430049
	54114	53451	117.7	2.51419553012
	1353	31014	1551.8	0.313358007169
	6977	7021	751.5	0.66302166359
	27046	26986	1100.5	0.447235361524
	4350	18713	330.9	1.52996167896
	40486	796	490.5	1.42007166581
	32947	32939	232.0	4.27086153895
	6026	6053	431.4	1.1825717489
	1042	4221	327.6	0.408298161442
	33934	33933	245.9	0.794205359005
	28892	28895	690.8	1.43162922167
	27452	27445	772.8	0.954914992311
	40518	8955	635.1	1.65636795118
	33504	54273	343.5	0.160885991309
	54435	7334	669.3	0.0207734879699
	7816	7822	360.6	3.80351570158
	2953	34244	157.5	3.56253200249
	34162	2888	134.1	0.424292001663
	36080	40342	875.3	5.97309714731
	29888	29889	279.4	4.31401716402
	4569	851	1997.8	0.93826483094
	33099	33338	606.7	1.06760883057
	32431	32392	203.6	0.267374444531
	9111	9109	768.7	2.34690186243
	18970	17502	1681.5	6.92398925704
	50203	50202	144.7	0.467368803084
	18155	18952	40.3	0.94352163652
	33032	33036	410.7	2.27621804953
	27173	3740	270.3	2.20640141791
	51469	51468	0.0	0.28471
	28640	28641	264.9	2.08551166252
	9182	9183	971.3	0.580274209137
	36002	36003	19.4	0.122039465258
	19665	9686	98.6	1.72644419746
	28323	2668	983.9	2.02427391573
	29077	29078	1307.4	2.02156592981
	6382	6380	1162.1	1.3243275699
	702	29678	68.4	2.62759148025
	32763	10787	627.3	1.60179406045
	26103	54726	64.5	11.6707642532
	34408	34409	1026.4	0.383255036462
	5655	5652	1094.0	1.17513466304
	40441	5909	234.5	1.81453673293
	26839	26840	430.7	0.144946170873
	7474	7475	336.1	0.38462361436
	50293	50292	135.9	0.250325424684
	53185	53740	141.6	0.232953907777
	7960	31562	994.7	1.11397775178
	33803	33804	355.2	0.352471871764
	33280	33279	593.8	1.3262765911
	33440	33439	369.8	0.432004520966
	1533	30261	432.9	1.37278439911
	29580	2779	18.0	6.65738208889
	2809	29719	27.0	4.94451683173
	4581	4610	4284.3	1.43491407928
	25723	25726	287.4	0.2803560732
	25924	25918	30.7	0.276062404389
	30445	30442	15.3	0.171044415368
	31453	31449	629.8	0.720299455235
	7553	54325	2508.8	0.403065255947
	18705	17671	360.8	3.62231989843
	35227	35203	234.9	1.07641322404
	50712	50716	322.1	0.395218604135
	52150	52149	182.4	0.420322516123
	3698	3706	1067.0	1.40945756087
	6878	6851	211.5	0.291977361294
	7414	31035	567.1	3.25761636949
	878	3872	402.3	0.903560241293
	10548	10527	496.1	1.35550851303
	26995	377	223.2	0.703435980924
	32605	32578	445.7	0.388061479359
	8251	31131	282.9	0.644405758475
	40346	2291	12.0	2.82708916863
	30249	30231	61.0	0.160226105069
	30529	30680	311.3	0.876081350442
	34546	34501	253.7	0.328762732061
	5766	5768	2698.3	0.544798769983
	29623	40295	679.6	10.9066424518
	29335	29334	238.9	2.00674997116
	6938	6936	200.4	0.651933623335
	4537	4577	1023.6	1.83399943015
	25457	25456	172.3	5.78829474661
	28349	28351	408.2	2.3886975968
	4585	4584	3759.1	1.09032753484
	52010	52012	0.0	0.17738
	34955	25166	112.9	1.79311824677
	31314	6863	864.6	1.37111910846
	30722	40728	231.6	1.30942406838
	7431	54439	1337.2	1.06548472527
	28454	28457	159.6	2.60219202438
	52058	52057	237.8	0.0979375749329
	40510	54593	1113.5	0.246350665003
	19285	8418	207.8	1.5666680845
	50501	50500	229.3	0.493667172444
	54985	52933	2346.8	1.77612793946
	31088	7605	771.7	1.27325726147
	25153	29317	235.2	2.60527936116
	51615	54826	209.2	4.71510793928
	26508	54812	172.4	1.65366631306
	19951	34426	277.5	1.06081967903
	26201	356	0.2	5.20978932914
	36058	40398	216.0	2.62307193747
	28420	28401	195.6	2.38426481194
	4870	29024	1392.5	5.11357025099
	4079	52965	67.5	0.128415495024
	6785	6790	124.0	2.48056542246
	53187	26141	40.1	1.87640298902
	6149	19128	1614.9	0.386146945021
	54304	54306	303.5	2.30987812108
	19273	7931	1007.2	1.345328884
	27582	27580	338.2	0.667917476401
	29200	29201	54.2	0.171475014067
	7482	7576	451.7	1.50891614416
	32758	54562	0.1	0.978816821662
	27409	27408	1762.0	0.417160850566
	5659	18801	1050.4	0.694061871739
	5849	568	2107.7	1.50550875309
	54703	26312	280.4	1.90638535759
	27023	27016	267.0	0.509502506676
	36116	36133	82.2	0.3951134616
	3662	3646	219.1	0.652999835086
	31834	31835	354.4	0.854325507147
	8286	40129	1792.9	1.36434708208
	30627	30615	221.6	0.404376407959
	852	29044	1907.8	0.375323004676
	26095	26499	82.3	1.2442804576
	32332	32335	60.3	0.127861912228
	8069	8070	997.1	1.60589637833
	5377	5341	628.3	0.136912457646
	32493	54912	43.9	0.492160349098
	5722	19547	380.5	0.458574847764
	30429	30454	421.9	0.72696489237
	33040	33044	325.5	0.528981223511
	9297	9276	1408.1	0.808057083513
	36188	36182	320.7	4.99182826998
	7419	7328	341.5	1.12406651681
	9828	9823	654.7	2.45052484226
	18732	18733	205.8	4.72721010302
	33527	2431	1784.3	1.0209864264
	18747	5135	553.6	1.47027922009
	35944	35945	38.6	2.00290834016
	27100	27099	238.5	0.673527805922
	35411	35498	767.3	0.538925195929
	673	54931	153.4	2.38170144783
	372	26399	210.6	1.9873188761
	31600	31601	325.5	0.400987278341
	36333	36306	4.8	2.59909648601
	29271	29276	204.8	0.805754735941
	52799	52798	0.0	0.40212
